Date,Group,Portfolio Return,Peak,Drawdown
2018-08-31,India Under-served,319.4760207,325.1185949,-0.017355433643331156
2018-09-30,India Under-served,288.5842285,325.1185949,-0.11237242954755403
2018-10-31,India Under-served,300.6959286,325.1185949,-0.07511925396796183
2018-11-30,India Under-served,297.9728535,325.1185949,-0.08349489025181568
2018-12-31,India Under-served,293.7131505,325.1185949,-0.09659688769773292
2019-01-31,India Under-served,283.0095129,325.1185949,-0.12951914366187486
2019-02-28,India Under-served,271.9306128,325.1185949,-0.16359563228415022
2019-03-31,India Under-served,292.8295698,325.1185949,-0.0993146058284715
2019-04-30,India Under-served,287.6568778,325.1185949,-0.11522477547469244
2019-05-31,India Under-served,290.0039408,325.1185949,-0.10800567746917264
2019-06-30,India Under-served,274.5640374,325.1185949,-0.1554957430704619
2019-07-31,India Under-served,248.3360996,325.1185949,-0.23616765237194987
2019-08-31,India Under-served,246.3983331,325.1185949,-0.24212783591849857
2019-09-30,India Under-served,274.9536541,325.1185949,-0.15429735975399914
2019-10-31,India Under-served,265.4712675,325.1185949,-0.18346329104413828
2019-11-30,India Under-served,262.4979405,325.1185949,-0.19260865229582097
2019-12-31,India Under-served,265.1484652,325.1185949,-0.18445616658267622
2020-01-31,India Under-served,279.8548487,325.1185949,-0.13922226199926288
2020-02-29,India Under-served,258.9373148,325.1185949,-0.20356042729686386
2020-03-31,India Under-served,179.2637385,325.1185949,-0.4486204686165738
2020-04-30,India Under-served,209.3048537,325.1185949,-0.3562199856197767
2020-05-31,India Under-served,201.9564712,325.1185949,-0.3788221456169931
2020-06-30,India Under-served,229.5212199,325.1185949,-0.2940384724208218
2020-07-31,India Under-served,259.0096609,325.1185949,-0.20333790511223704
2020-08-31,India Under-served,284.1250332,325.1185949,-0.1260880255483658
2020-09-30,India Under-served,282.6585992,325.1185949,-0.130598484264057
2020-10-31,India Under-served,268.2252639,325.1185949,-0.17499254700426853
2020-11-30,India Under-served,300.6162208,325.1185949,-0.07536441927456176
2020-12-31,India Under-served,312.8226696,325.1185949,-0.03781981557770328
2021-01-31,India Under-served,324.3677038,325.1185949,-0.0023095913669008965
2021-02-28,India Under-served,335.6115209,335.6115209,0.0
2021-03-31,India Under-served,340.1563309,340.1563309,0.0
2021-04-30,India Under-served,347.6572437,347.6572437,0.0
2021-05-31,India Under-served,379.5220725,379.5220725,0.0
2021-06-30,India Under-served,429.8500567,429.8500567,0.0
2021-07-31,India Under-served,528.4923504,528.4923504,0.0
2021-08-31,India Under-served,597.6202855,597.6202855,0.0
2021-09-30,India Under-served,608.2995206,608.2995206,0.0
2021-10-31,India Under-served,606.8691217,608.2995206,-0.002351471358368189
2021-11-30,India Under-served,556.3463735,608.2995206,-0.0854071807400994
2021-12-31,India Under-served,601.2452908,608.2995206,-0.011596638762828624
2022-01-31,India Under-served,600.6007142,608.2995206,-0.012656275632777606
2022-02-28,India Under-served,582.4974927,608.2995206,-0.042416650065004335
2022-03-31,India Under-served,648.7557869,648.7557869,0.0
2022-04-30,India Under-served,682.5670943,682.5670943,0.0
2022-05-31,India Under-served,632.5655804,682.5670943,-0.07325508996486056
2022-06-30,India Under-served,628.6256592,682.5670943,-0.07902730083306923
2022-07-31,India Under-served,676.1818729,682.5670943,-0.009354716119956353
2022-08-31,India Under-served,719.9400259,719.9400259,0.0
2022-09-30,India Under-served,681.1906685,719.9400259,-0.05382303526124871
2022-10-31,India Under-served,692.5728842,719.9400259,-0.03801308541748081
2022-11-30,India Under-served,737.3512007,737.3512007,0.0
2022-12-31,India Under-served,708.6219685,737.3512007,-0.03896275231223078
2023-01-31,India Under-served,681.5937373,737.3512007,-0.07561859714484358
2023-02-28,India Under-served,672.681468,737.3512007,-0.08770546876251943
2023-03-31,India Under-served,668.789171,737.3512007,-0.09298422466107206
2023-04-30,India Under-served,710.266558,737.3512007,-0.03673235043801023
2023-05-31,India Under-served,701.564174,737.3512007,-0.04853457438738266
2023-06-30,India Under-served,763.007787,763.007787,0.0
2023-07-31,India Under-served,812.1472584,812.1472584,0.0
2023-08-31,India Under-served,848.8492661,848.8492661,0.0
2023-09-30,India Under-served,880.5596051,880.5596051,0.0
2023-10-31,India Under-served,861.2615631,880.5596051,-0.021915656689484916
2023-11-30,India Under-served,903.0891496,903.0891496,0.0
2023-12-31,India Under-served,904.649659,904.649659,0.0
2024-01-31,India Under-served,938.0391991,938.0391991,0.0
2024-02-29,India Under-served,906.4121182,938.0391991,-0.03371616125460914
2011-03-31,Nifty 50,100.0,100.0,0.0
2011-04-30,Nifty 50,98.42,100.0,-0.015799999999999984
2011-05-31,Nifty 50,95.17870476,100.0,-0.04821295239999998
2011-06-30,Nifty 50,96.67225115,100.0,-0.03327748850000006
2011-07-31,Nifty 50,93.84093225,100.0,-0.06159067750000005
2011-08-31,Nifty 50,85.60716932,100.0,-0.14392830680000002
2011-09-29,Nifty 50,84.61860423,100.0,-0.15381395769999998
2011-10-31,Nifty 50,91.18079346,100.0,-0.08819206539999996
2011-11-30,Nifty 50,82.71508149,100.0,-0.17284918509999997
2011-12-31,Nifty 50,79.15881485,100.0,-0.20841185150000002
2012-01-31,Nifty 50,89.00081485,100.0,-0.10999185150000003
2012-02-29,Nifty 50,92.18390886,100.0,-0.07816091139999998
2012-03-31,Nifty 50,90.65365597,100.0,-0.09346344029999998
2012-04-30,Nifty 50,89.84735876,100.0,-0.10152641239999995
2012-05-31,Nifty 50,84.29743189,100.0,-0.1570256811
2012-06-30,Nifty 50,90.36684698,100.0,-0.09633153019999995
2012-07-31,Nifty 50,89.51263386,100.0,-0.10487366140000005
2012-08-31,Nifty 50,90.01762959,100.0,-0.09982370410000002
2012-09-30,Nifty 50,97.62680262,100.0,-0.023731973799999934
2012-10-31,Nifty 50,96.20083161,100.0,-0.03799168390000005
2012-11-30,Nifty 50,100.6542093,100.6542093,0.0
2012-12-31,Nifty 50,101.0864514,101.0864514,0.0
2013-01-31,Nifty 50,103.3058648,103.3058648,0.0
2013-02-28,Nifty 50,97.45647355,103.3058648,-0.05662206362944069
2013-03-31,Nifty 50,97.27758366,103.3058648,-0.05835371642907916
2013-04-30,Nifty 50,101.0605057,103.3058648,-0.021735059324531222
2013-05-31,Nifty 50,102.463268,103.3058648,-0.00815633073331569
2013-06-30,Nifty 50,100.0026569,103.3058648,-0.03197502781081205
2013-07-31,Nifty 50,98.28750402,103.3058648,-0.048577694884172684
2013-08-31,Nifty 50,93.6624111,103.3058648,-0.09334855981961632
2013-09-30,Nifty 50,98.17281815,103.3058648,-0.049687853249547526
2013-10-31,Nifty 50,107.8244046,107.8244046,0.0
2013-11-30,Nifty 50,105.7181215,107.8244046,-0.019534381922290706
2013-12-31,Nifty 50,107.9074234,107.9074234,0.0
2014-01-31,Nifty 50,104.2357638,107.9074234,-0.03402601493309308
2014-02-28,Nifty 50,107.4444006,107.9074234,-0.004290926290433551
2014-03-31,Nifty 50,114.7577646,114.7577646,0.0
2014-04-30,Nifty 50,114.6242497,114.7577646,-0.001163449815055117
2014-05-31,Nifty 50,123.7571821,123.7571821,0.0
2014-06-30,Nifty 50,130.2857182,130.2857182,0.0
2014-07-31,Nifty 50,132.1677647,132.1677647,0.0
2014-08-31,Nifty 50,136.1569501,136.1569501,0.0
2014-09-30,Nifty 50,136.3358259,136.3358259,0.0
2014-10-31,Nifty 50,142.4535468,142.4535468,0.0
2014-11-30,Nifty 50,145.103304,145.103304,0.0
2014-12-31,Nifty 50,141.7774137,145.103304,-0.0229208447245281
2015-01-31,Nifty 50,150.784534,150.784534,0.0
2015-02-28,Nifty 50,152.3755865,152.3755865,0.0
2015-03-31,Nifty 50,145.3429461,152.3755865,-0.046153327849537046
2015-04-30,Nifty 50,140.0451435,152.3755865,-0.0809213817201616
2015-05-31,Nifty 50,144.3612693,152.3755865,-0.05259580871244091
2015-06-30,Nifty 50,143.2460776,152.3755865,-0.059914511961533884
2015-07-31,Nifty 50,146.0593049,152.3755865,-0.04145205767591908
2015-08-31,Nifty 50,136.4470883,152.3755865,-0.10453445047117182
2015-09-30,Nifty 50,136.0636609,152.3755865,-0.10705078139272656
2015-10-31,Nifty 50,138.0646726,152.3755865,-0.09391867968298191
2015-11-30,Nifty 50,135.8300098,152.3755865,-0.10858417073262584
2015-12-31,Nifty 50,136.0200118,152.3755865,-0.10733723869866782
2016-01-31,Nifty 50,129.4675115,152.3755865,-0.15033953618285167
2016-02-29,Nifty 50,119.5993913,152.3755865,-0.2151013554917474
2016-03-31,Nifty 50,132.4604704,152.3755865,-0.13069755173674102
2016-04-30,Nifty 50,134.367337,152.3755865,-0.11818329900242915
2016-05-31,Nifty 50,139.6788334,152.3755865,-0.08332537640470375
2016-06-30,Nifty 50,141.8638561,152.3755865,-0.06898565998300525
2016-07-31,Nifty 50,147.867747,152.3755865,-0.02958373846849796
2016-08-31,Nifty 50,150.3959714,152.3755865,-0.012991681577547133
2016-09-30,Nifty 50,147.399589,152.3755865,-0.032656133533569734
2016-10-31,Nifty 50,147.6486457,152.3755865,-0.0310216413834771
2016-11-30,Nifty 50,140.7811872,152.3755865,-0.07609092484116536
2016-12-31,Nifty 50,140.1187479,152.3755865,-0.0804383358353801
2017-01-31,Nifty 50,146.5462919,152.3755865,-0.03825609294701548
2017-02-28,Nifty 50,151.9947267,152.3755865,-0.002499480453189239
2017-03-31,Nifty 50,157.0297788,157.0297788,0.0
2017-04-30,Nifty 50,159.2601623,159.2601623,0.0
2017-05-31,Nifty 50,164.689768,164.689768,0.0
2017-06-30,Nifty 50,162.9720476,164.689768,-0.010430037159321219
2017-07-31,Nifty 50,172.4926867,172.4926867,0.0
2017-08-31,Nifty 50,169.7676134,172.4926867,-0.01579819615622011
2017-09-30,Nifty 50,167.5543472,172.4926867,-0.028629268837285796
2017-10-31,Nifty 50,176.9123721,176.9123721,0.0
2017-11-30,Nifty 50,175.0508663,176.9123721,-0.010522191172405874
2017-12-31,Nifty 50,180.2570914,180.2570914,0.0
2018-01-31,Nifty 50,188.7643866,188.7643866,0.0
2018-02-28,Nifty 50,179.6092018,188.7643866,-0.04850059359661014
2018-03-31,Nifty 50,173.1191796,188.7643866,-0.0828821965933271
2018-04-30,Nifty 50,183.8286148,188.7643866,-0.026147791375812402
2018-05-31,Nifty 50,183.7738395,188.7643866,-0.026437969523219303
2018-06-30,Nifty 50,183.3998266,188.7643866,-0.02841934380009785
2018-07-31,Nifty 50,194.392553,194.392553,0.0
2018-08-31,Nifty 50,199.9385564,199.9385564,0.0
2018-09-30,Nifty 50,187.0997298,199.9385564,-0.06421386065384237
2018-10-31,Nifty 50,177.7904893,199.9385564,-0.11077436737959771
2018-11-30,Nifty 50,186.1805311,199.9385564,-0.06881126655969
2018-12-31,Nifty 50,185.9374655,199.9385564,-0.0700269680450689
2019-01-31,Nifty 50,185.396559,199.9385564,-0.07273233168147458
2019-02-28,Nifty 50,184.738399,199.9385564,-0.07602414298515972
2019-03-31,Nifty 50,198.9697175,199.9385564,-0.0048456831810955725
2019-04-30,Nifty 50,201.0965413,201.0965413,0.0
2019-05-31,Nifty 50,204.0860768,204.0860768,0.0
2019-06-30,Nifty 50,201.7932152,204.0860768,-0.011234777187896871
2019-07-31,Nifty 50,190.3100783,204.0860768,-0.06750092272830645
2019-08-31,Nifty 50,188.6882147,204.0860768,-0.0754478813127932
2019-09-30,Nifty 50,196.4115379,204.0860768,-0.03760442172407906
2019-10-31,Nifty 50,203.3098075,204.0860768,-0.0038036367407891475
2019-11-30,Nifty 50,206.3669563,206.3669563,0.0
2019-12-31,Nifty 50,208.2909401,208.2909401,0.0
2020-01-31,Nifty 50,204.7587865,208.2909401,-0.01695778797822031
2020-02-29,Nifty 50,191.7436517,208.2909401,-0.0794431500095765
2020-03-31,Nifty 50,147.1702173,208.2909401,-0.2934391806511416
2020-04-30,Nifty 50,168.7748103,208.2909401,-0.1897160278840183
2020-05-31,Nifty 50,163.9888148,208.2909401,-0.21269348190915385
2020-06-30,Nifty 50,176.3440779,208.2909401,-0.15337614869212451
2020-07-31,Nifty 50,189.5475029,208.2909401,-0.08998680975274924
2020-08-31,Nifty 50,194.9231891,208.2909401,-0.06417826427583538
2020-09-30,Nifty 50,192.5259226,208.2909401,-0.07568748545871103
2020-10-31,Nifty 50,199.282089,208.2909401,-0.0432512863770016
2020-11-30,Nifty 50,221.9923595,221.9923595,0.0
2020-12-31,Nifty 50,239.3286791,239.3286791,0.0
2021-01-31,Nifty 50,233.3864365,239.3286791,-0.024828794536224833
2021-02-28,Nifty 50,248.6986449,248.6986449,0.0
2021-03-31,Nifty 50,251.4639316,251.4639316,0.0
2021-04-30,Nifty 50,250.4437454,251.4639316,-0.004056988187167847
2021-05-31,Nifty 50,266.7342029,266.7342029,0.0
2021-06-30,Nifty 50,269.1083612,269.1083612,0.0
2021-07-31,Nifty 50,269.8195816,269.8195816,0.0
2021-08-31,Nifty 50,293.2556222,293.2556222,0.0
2021-09-30,Nifty 50,301.5737349,301.5737349,0.0
2021-10-31,Nifty 50,302.4895061,302.4895061,0.0
2021-11-30,Nifty 50,290.7051566,302.4895061,-0.03895787874407858
2021-12-31,Nifty 50,294.4846386,302.4895061,-0.026463289927663527
2022-01-31,Nifty 50,289.851817,302.4895061,-0.04177893396348815
2022-02-28,Nifty 50,280.7257519,302.4895061,-0.07194879082121007
2022-03-31,Nifty 50,291.9396374,302.4895061,-0.03487680890494219
2022-04-30,Nifty 50,293.9912528,302.4895061,-0.02809437394892835
2022-05-31,Nifty 50,285.0868807,302.4895061,-0.05753133596061643
2022-06-30,Nifty 50,271.2610381,302.4895061,-0.10323818635108684
2022-07-31,Nifty 50,294.9487307,302.4895061,-0.02492904794359089
2022-08-31,Nifty 50,305.2807246,305.2807246,0.0
2022-09-30,Nifty 50,293.8502956,305.2807246,-0.037442354131519265
2022-10-31,Nifty 50,309.6280522,309.6280522,0.0
2022-11-30,Nifty 50,322.4543017,322.4543017,0.0
2022-12-31,Nifty 50,312.9078866,322.4543017,-0.02960548223320536
2023-01-31,Nifty 50,303.6107251,322.4543017,-0.058437975553916915
2023-02-28,Nifty 50,297.4533002,322.4543017,-0.07753347177628915
2023-03-31,Nifty 50,298.4124971,322.4543017,-0.07455879631082614
2023-04-30,Nifty 50,310.5356793,322.4543017,-0.0369622062325241
2023-05-31,Nifty 50,318.6046219,322.4543017,-0.011938683341187351
2023-06-30,Nifty 50,338.4290075,338.4290075,0.0
2023-07-31,Nifty 50,348.3892599,348.3892599,0.0
2023-08-31,Nifty 50,339.5709753,348.3892599,-0.025311585674401057
2023-09-30,Nifty 50,346.3610545,348.3892599,-0.005821664538631749
2023-10-31,Nifty 50,336.498685,348.3892599,-0.03413014196652619
2023-11-30,Nifty 50,354.4350758,354.4350758,0.0
2023-12-31,Nifty 50,383.2673391,383.2673391,0.0
2024-01-31,Nifty 50,383.1668107,383.2673391,-0.0002622931560933264
2024-02-29,Nifty 50,403.5907528,403.5907528,0.0
2011-03-31,S&P BSE 500,100.0,100.0,0.0
2011-04-30,S&P BSE 500,98.53,100.0,-0.014699999999999989
2011-05-31,S&P BSE 500,95.96577424,100.0,-0.04034225759999998
2011-06-30,S&P BSE 500,96.38326187,100.0,-0.036167381300000016
2011-07-31,S&P BSE 500,94.34013285,100.0,-0.05659867149999997
2011-08-31,S&P BSE 500,86.06082376,100.0,-0.13939176239999995
2011-09-29,S&P BSE 500,84.71483408,100.0,-0.15285165919999996
2011-10-31,S&P BSE 500,89.72282841,100.0,-0.10277171589999995
2011-11-30,S&P BSE 500,81.14940744,100.0,-0.18850592559999996
2011-12-31,S&P BSE 500,76.66118323,100.0,-0.23338816769999993
2012-01-31,S&P BSE 500,86.88452275,100.0,-0.1311547725
2012-02-29,S&P BSE 500,90.97011749,100.0,-0.09029882509999992
2012-03-31,S&P BSE 500,89.67467207,100.0,-0.1032532793
2012-04-30,S&P BSE 500,88.8638413,100.0,-0.11136158699999996
2012-05-31,S&P BSE 500,83.31233035,100.0,-0.16687669650000003
2012-06-30,S&P BSE 500,88.65105129,100.0,-0.11348948710000002
2012-07-31,S&P BSE 500,87.63260434,100.0,-0.1236739566
2012-08-31,S&P BSE 500,87.98601618,100.0,-0.12013983820000007
2012-09-30,S&P BSE 500,95.60307606,100.0,-0.043969239399999936
2012-10-31,S&P BSE 500,94.43909878,100.0,-0.05560901220000005
2012-11-30,S&P BSE 500,99.13109198,100.0,-0.008689080200000063
2012-12-31,S&P BSE 500,100.5787008,100.5787008,0.0
2013-01-31,S&P BSE 500,101.6953177,101.6953177,0.0
2013-02-28,S&P BSE 500,95.03501694,101.6953177,-0.06549269829362063
2013-03-31,S&P BSE 500,93.99056821,101.6953177,-0.07576307016148884
2013-04-30,S&P BSE 500,97.97427846,101.6953177,-0.03659007439238287
2013-05-31,S&P BSE 500,98.7256766,101.6953177,-0.029201355255710104
2013-06-30,S&P BSE 500,95.03992544,101.6953177,-0.06544443156796391
2013-07-31,S&P BSE 500,92.67190693,101.6953177,-0.08872985476695155
2013-08-31,S&P BSE 500,88.53815584,101.6953177,-0.12937824629068445
2013-09-30,S&P BSE 500,93.12826455,101.6953177,-0.08424235592903809
2013-10-31,S&P BSE 500,101.5743299,101.6953177,-0.001189708658533537
2013-11-30,S&P BSE 500,100.7994506,101.6953177,-0.00880932495479095
2013-12-31,S&P BSE 500,103.8524035,103.8524035,0.0
2014-01-31,S&P BSE 500,99.48357519,103.8524035,-0.04206766683064777
2014-02-28,S&P BSE 500,102.2791636,103.8524035,-0.015148805872364718
2014-03-31,S&P BSE 500,110.0466623,110.0466623,0.0
2014-04-30,S&P BSE 500,110.6687149,110.6687149,0.0
2014-05-31,S&P BSE 500,122.1288632,122.1288632,0.0
2014-06-30,S&P BSE 500,129.893974,129.893974,0.0
2014-07-31,S&P BSE 500,130.4268777,130.4268777,0.0
2014-08-31,S&P BSE 500,133.9367189,133.9367189,0.0
2014-09-30,S&P BSE 500,134.960605,134.960605,0.0
2014-10-31,S&P BSE 500,140.5540372,140.5540372,0.0
2014-11-30,S&P BSE 500,145.3467209,145.3467209,0.0
2014-12-31,S&P BSE 500,142.235264,145.3467209,-0.021407135164340726
2015-01-31,S&P BSE 500,150.5216042,150.5216042,0.0
2015-02-28,S&P BSE 500,151.9558141,151.9558141,0.0
2015-03-31,S&P BSE 500,146.5750393,151.9558141,-0.035410127818202464
2015-04-30,S&P BSE 500,141.9063946,151.9558141,-0.06613382685960681
2015-05-31,S&P BSE 500,146.2435167,151.9558141,-0.03759183176920646
2015-06-30,S&P BSE 500,144.6485203,151.9558141,-0.04808828042072262
2015-07-31,S&P BSE 500,149.0249103,151.9558141,-0.019287868762107536
2015-08-31,S&P BSE 500,139.7778312,151.9558141,-0.0801416054537132
2015-09-30,S&P BSE 500,139.272256,151.9558141,-0.08346872526807778
2015-10-31,S&P BSE 500,141.5714228,151.9558141,-0.06833822951431251
2015-11-30,S&P BSE 500,140.3681776,151.9558141,-0.07625661820596309
2015-12-31,S&P BSE 500,141.0757972,151.9558141,-0.07159987240001228
2016-01-31,S&P BSE 500,132.8482264,151.9558141,-0.12574436728972788
2016-02-29,S&P BSE 500,122.1289959,151.9558141,-0.19628612683665647
2016-03-31,S&P BSE 500,135.1179422,151.9558141,-0.11080768445568817
2016-04-30,S&P BSE 500,138.098329,151.9558141,-0.09119417497826424
2016-05-31,S&P BSE 500,142.7576873,151.9558141,-0.060531588438905354
2016-06-30,S&P BSE 500,146.3190015,151.9558141,-0.03709507683786602
2016-07-31,S&P BSE 500,153.7017801,153.7017801,0.0
2016-08-31,S&P BSE 500,157.0041378,157.0041378,0.0
2016-09-30,S&P BSE 500,155.2232817,157.0041378,-0.011342733541637869
2016-10-31,S&P BSE 500,157.587851,157.587851,0.0
2016-11-30,S&P BSE 500,148.5164165,157.587851,-0.05756430107039159
2016-12-31,S&P BSE 500,146.4117323,157.587851,-0.07091992580062526
2017-01-31,S&P BSE 500,154.6832143,157.587851,-0.01843185678063468
2017-02-28,S&P BSE 500,161.5419776,161.5419776,0.0
2017-03-31,S&P BSE 500,167.5774399,167.5774399,0.0
2017-04-30,S&P BSE 500,172.1853253,172.1853253,0.0
2017-05-31,S&P BSE 500,175.1026976,175.1026976,0.0
2017-06-30,S&P BSE 500,174.8280871,175.1026976,-0.0015682825208513196
2017-07-31,S&P BSE 500,184.3635736,184.3635736,0.0
2017-08-31,S&P BSE 500,182.5713086,184.3635736,-0.009721361790743604
2017-09-30,S&P BSE 500,180.5624064,184.3635736,-0.020617777827669583
2017-10-31,S&P BSE 500,192.1686157,192.1686157,0.0
2017-11-30,S&P BSE 500,192.274878,192.274878,0.0
2017-12-31,S&P BSE 500,199.0196846,199.0196846,0.0
2018-01-31,S&P BSE 500,203.5965271,203.5965271,0.0
2018-02-28,S&P BSE 500,194.6218032,203.5965271,-0.044080928235047556
2018-03-31,S&P BSE 500,187.3922494,203.5965271,-0.07959014788126023
2018-04-30,S&P BSE 500,199.6263484,203.5965271,-0.01950022800757288
2018-05-31,S&P BSE 500,195.8847464,203.5965271,-0.03787776152101168
2018-06-30,S&P BSE 500,192.7386647,203.5965271,-0.05333029278376142
2018-07-31,S&P BSE 500,203.1694878,203.5965271,-0.002097478312045284
2018-08-31,S&P BSE 500,210.2190192,210.2190192,0.0
2018-09-30,S&P BSE 500,191.6422124,210.2190192,-0.08836882062667328
2018-10-31,S&P BSE 500,184.157682,210.2190192,-0.12397230897174692
2018-11-30,S&P BSE 500,191.4181462,210.2190192,-0.08943469088357348
2018-12-31,S&P BSE 500,192.8958693,210.2190192,-0.08240524556685785
2019-01-31,S&P BSE 500,186.8280374,210.2190192,-0.11126957917040835
2019-02-28,S&P BSE 500,188.3377322,210.2190192,-0.10408804628273133
2019-03-31,S&P BSE 500,203.0336418,210.2190192,-0.034180434421891705
2019-04-30,S&P BSE 500,203.4903974,210.2190192,-0.03200767383277747
2019-05-31,S&P BSE 500,205.8637224,210.2190192,-0.020717900866317005
2019-06-30,S&P BSE 500,202.8629056,210.2190192,-0.03499261688116556
2019-07-31,S&P BSE 500,190.026786,210.2190192,-0.09605331276324404
