Date,Group,Portfolio Return
2020-12-31,India Under-served,312.8226696
2021-01-31,India Under-served,324.3677038
2021-02-28,India Under-served,335.6115209
2021-03-31,India Under-served,340.1563309
2021-04-30,India Under-served,347.6572437
2021-05-31,India Under-served,379.5220725
2021-06-30,India Under-served,429.8500567
2021-07-31,India Under-served,528.4923504
2021-08-31,India Under-served,597.6202855
2021-09-30,India Under-served,608.2995206
2021-10-31,India Under-served,606.8691217
2021-11-30,India Under-served,556.3463735
2021-12-31,India Under-served,601.2452908
2022-01-31,India Under-served,600.6007142
2022-02-28,India Under-served,582.4974927
2022-03-31,India Under-served,648.7557869
2022-04-30,India Under-served,682.5670943
2022-05-31,India Under-served,632.5655804
2022-06-30,India Under-served,628.6256592
2022-07-31,India Under-served,676.1818729
2022-08-31,India Under-served,719.9400259
2022-09-30,India Under-served,681.1906685
2022-10-31,India Under-served,692.5728842
2022-11-30,India Under-served,737.3512007
2022-12-31,India Under-served,708.6219685
2023-01-31,India Under-served,681.5937373
2023-02-28,India Under-served,672.681468
2023-03-31,India Under-served,668.789171
2023-04-30,India Under-served,710.266558
2023-05-31,India Under-served,701.564174
2023-06-30,India Under-served,763.007787
2023-07-31,India Under-served,812.1472584
2023-08-31,India Under-served,848.8492661
2023-09-30,India Under-served,880.5596051
2023-10-31,India Under-served,861.2615631
2023-11-30,India Under-served,903.0891496
2023-12-31,India Under-served,904.649659
2024-01-31,India Under-served,938.0391991
2024-02-29,India Under-served,906.4121182
2011-03-31,Nifty 50,100.0
2011-04-30,Nifty 50,98.42
2011-05-31,Nifty 50,95.17870476
2011-06-30,Nifty 50,96.67225115
2011-07-31,Nifty 50,93.84093225
2011-08-31,Nifty 50,85.60716932
2011-09-29,Nifty 50,84.61860423
2011-10-31,Nifty 50,91.18079346
2011-11-30,Nifty 50,82.71508149
2011-12-31,Nifty 50,79.15881485
2012-01-31,Nifty 50,89.00081485
2012-02-29,Nifty 50,92.18390886
2012-03-31,Nifty 50,90.65365597
2012-04-30,Nifty 50,89.84735876
2012-05-31,Nifty 50,84.29743189
2012-06-30,Nifty 50,90.36684698
2012-07-31,Nifty 50,89.51263386
2012-08-31,Nifty 50,90.01762959
2012-09-30,Nifty 50,97.62680262
2012-10-31,Nifty 50,96.20083161
2012-11-30,Nifty 50,100.6542093
2012-12-31,Nifty 50,101.0864514
2013-01-31,Nifty 50,103.3058648
2013-02-28,Nifty 50,97.45647355
2013-03-31,Nifty 50,97.27758366
2013-04-30,Nifty 50,101.0605057
2013-05-31,Nifty 50,102.463268
2013-06-30,Nifty 50,100.0026569
2013-07-31,Nifty 50,98.28750402
2013-08-31,Nifty 50,93.6624111
2013-09-30,Nifty 50,98.17281815
2013-10-31,Nifty 50,107.8244046
2013-11-30,Nifty 50,105.7181215
2013-12-31,Nifty 50,107.9074234
2014-01-31,Nifty 50,104.2357638
2014-02-28,Nifty 50,107.4444006
2014-03-31,Nifty 50,114.7577646
2014-04-30,Nifty 50,114.6242497
2014-05-31,Nifty 50,123.7571821
2014-06-30,Nifty 50,130.2857182
2014-07-31,Nifty 50,132.1677647
2014-08-31,Nifty 50,136.1569501
2014-09-30,Nifty 50,136.3358259
2014-10-31,Nifty 50,142.4535468
2014-11-30,Nifty 50,145.103304
2014-12-31,Nifty 50,141.7774137
2015-01-31,Nifty 50,150.784534
2015-02-28,Nifty 50,152.3755865
2015-03-31,Nifty 50,145.3429461
2015-04-30,Nifty 50,140.0451435
2015-05-31,Nifty 50,144.3612693
2015-06-30,Nifty 50,143.2460776
2015-07-31,Nifty 50,146.0593049
2015-08-31,Nifty 50,136.4470883
2015-09-30,Nifty 50,136.0636609
2015-10-31,Nifty 50,138.0646726
2015-11-30,Nifty 50,135.8300098
2015-12-31,Nifty 50,136.0200118
2016-01-31,Nifty 50,129.4675115
2016-02-29,Nifty 50,119.5993913
2016-03-31,Nifty 50,132.4604704
2016-04-30,Nifty 50,134.367337
2016-05-31,Nifty 50,139.6788334
2016-06-30,Nifty 50,141.8638561
2016-07-31,Nifty 50,147.867747
2016-08-31,Nifty 50,150.3959714
2016-09-30,Nifty 50,147.399589
2016-10-31,Nifty 50,147.6486457
2016-11-30,Nifty 50,140.7811872
2016-12-31,Nifty 50,140.1187479
2017-01-31,Nifty 50,146.5462919
2017-02-28,Nifty 50,151.9947267
2017-03-31,Nifty 50,157.0297788
2017-04-30,Nifty 50,159.2601623
2017-05-31,Nifty 50,164.689768
2017-06-30,Nifty 50,162.9720476
2017-07-31,Nifty 50,172.4926867
2017-08-31,Nifty 50,169.7676134
2017-09-30,Nifty 50,167.5543472
2017-10-31,Nifty 50,176.9123721
2017-11-30,Nifty 50,175.0508663
2017-12-31,Nifty 50,180.2570914
2018-01-31,Nifty 50,188.7643866
2018-02-28,Nifty 50,179.6092018
2018-03-31,Nifty 50,173.1191796
2018-04-30,Nifty 50,183.8286148
2018-05-31,Nifty 50,183.7738395
2018-06-30,Nifty 50,183.3998266
2018-07-31,Nifty 50,194.392553
2018-08-31,Nifty 50,199.9385564
2018-09-30,Nifty 50,187.0997298
2018-10-31,Nifty 50,177.7904893
2018-11-30,Nifty 50,186.1805311
2018-12-31,Nifty 50,185.9374655
2019-01-31,Nifty 50,185.396559
2019-02-28,Nifty 50,184.738399
2019-03-31,Nifty 50,198.9697175
2019-04-30,Nifty 50,201.0965413
2019-05-31,Nifty 50,204.0860768
2019-06-30,Nifty 50,201.7932152
2019-07-31,Nifty 50,190.3100783
2019-08-31,Nifty 50,188.6882147
2019-09-30,Nifty 50,196.4115379
2019-10-31,Nifty 50,203.3098075
2019-11-30,Nifty 50,206.3669563
2019-12-31,Nifty 50,208.2909401
2020-01-31,Nifty 50,204.7587865
2020-02-29,Nifty 50,191.7436517
2020-03-31,Nifty 50,147.1702173
2020-04-30,Nifty 50,168.7748103
2020-05-31,Nifty 50,163.9888148
2020-06-30,Nifty 50,176.3440779
2020-07-31,Nifty 50,189.5475029
2020-08-31,Nifty 50,194.9231891
2020-09-30,Nifty 50,192.5259226
2020-10-31,Nifty 50,199.282089
2020-11-30,Nifty 50,221.9923595
2020-12-31,Nifty 50,239.3286791
2021-01-31,Nifty 50,233.3864365
2021-02-28,Nifty 50,248.6986449
2021-03-31,Nifty 50,251.4639316
2021-04-30,Nifty 50,250.4437454
2021-05-31,Nifty 50,266.7342029
2021-06-30,Nifty 50,269.1083612
2021-07-31,Nifty 50,269.8195816
2021-08-31,Nifty 50,293.2556222
2021-09-30,Nifty 50,301.5737349
2021-10-31,Nifty 50,302.4895061
2021-11-30,Nifty 50,290.7051566
2021-12-31,Nifty 50,294.4846386
2022-01-31,Nifty 50,289.851817
2022-02-28,Nifty 50,280.7257519
2022-03-31,Nifty 50,291.9396374
2022-04-30,Nifty 50,293.9912528
2022-05-31,Nifty 50,285.0868807
2022-06-30,Nifty 50,271.2610381
2022-07-31,Nifty 50,294.9487307
2022-08-31,Nifty 50,305.2807246
2022-09-30,Nifty 50,293.8502956
2022-10-31,Nifty 50,309.6280522
2022-11-30,Nifty 50,322.4543017
2022-12-31,Nifty 50,312.9078866
2023-01-31,Nifty 50,303.6107251
2023-02-28,Nifty 50,297.4533002
2023-03-31,Nifty 50,298.4124971
2023-04-30,Nifty 50,310.5356793
2023-05-31,Nifty 50,318.6046219
2023-06-30,Nifty 50,338.4290075
2023-07-31,Nifty 50,348.3892599
2023-08-31,Nifty 50,339.5709753
2023-09-30,Nifty 50,346.3610545
2023-10-31,Nifty 50,336.498685
2023-11-30,Nifty 50,354.4350758
2023-12-31,Nifty 50,383.2673391
2024-01-31,Nifty 50,383.1668107
2024-02-29,Nifty 50,403.5907528
2011-03-31,S&P BSE 500,100.0
2011-04-30,S&P BSE 500,98.53
2011-05-31,S&P BSE 500,95.96577424
2011-06-30,S&P BSE 500,96.38326187
2011-07-31,S&P BSE 500,94.34013285
2011-08-31,S&P BSE 500,86.06082376
2011-09-29,S&P BSE 500,84.71483408
2011-10-31,S&P BSE 500,89.72282841
2011-11-30,S&P BSE 500,81.14940744
2011-12-31,S&P BSE 500,76.66118323
2012-01-31,S&P BSE 500,86.88452275
2012-02-29,S&P BSE 500,90.97011749
2012-03-31,S&P BSE 500,89.67467207
2012-04-30,S&P BSE 500,88.8638413
2012-05-31,S&P BSE 500,83.31233035
2012-06-30,S&P BSE 500,88.65105129
2012-07-31,S&P BSE 500,87.63260434
2012-08-31,S&P BSE 500,87.98601618
2012-09-30,S&P BSE 500,95.60307606
2012-10-31,S&P BSE 500,94.43909878
2012-11-30,S&P BSE 500,99.13109198
2012-12-31,S&P BSE 500,100.5787008
2013-01-31,S&P BSE 500,101.6953177
2013-02-28,S&P BSE 500,95.03501694
2013-03-31,S&P BSE 500,93.99056821
2013-04-30,S&P BSE 500,97.97427846
2013-05-31,S&P BSE 500,98.7256766
2013-06-30,S&P BSE 500,95.03992544
2013-07-31,S&P BSE 500,92.67190693
2013-08-31,S&P BSE 500,88.53815584
2013-09-30,S&P BSE 500,93.12826455
2013-10-31,S&P BSE 500,101.5743299
2013-11-30,S&P BSE 500,100.7994506
2013-12-31,S&P BSE 500,103.8524035
2014-01-31,S&P BSE 500,99.48357519
2014-02-28,S&P BSE 500,102.2791636
2014-03-31,S&P BSE 500,110.0466623
2014-04-30,S&P BSE 500,110.6687149
2014-05-31,S&P BSE 500,122.1288632
2014-06-30,S&P BSE 500,129.893974
2014-07-31,S&P BSE 500,130.4268777
2014-08-31,S&P BSE 500,133.9367189
2014-09-30,S&P BSE 500,134.960605
2014-10-31,S&P BSE 500,140.5540372
2014-11-30,S&P BSE 500,145.3467209
2014-12-31,S&P BSE 500,142.235264
2015-01-31,S&P BSE 500,150.5216042
2015-02-28,S&P BSE 500,151.9558141
2015-03-31,S&P BSE 500,146.5750393
2015-04-30,S&P BSE 500,141.9063946
2015-05-31,S&P BSE 500,146.2435167
2015-06-30,S&P BSE 500,144.6485203
2015-07-31,S&P BSE 500,149.0249103
2015-08-31,S&P BSE 500,139.7778312
2015-09-30,S&P BSE 500,139.272256
2015-10-31,S&P BSE 500,141.5714228
2015-11-30,S&P BSE 500,140.3681776
2015-12-31,S&P BSE 500,141.0757972
2016-01-31,S&P BSE 500,132.8482264
2016-02-29,S&P BSE 500,122.1289959
2016-03-31,S&P BSE 500,135.1179422
2016-04-30,S&P BSE 500,138.098329
2016-05-31,S&P BSE 500,142.7576873
2016-06-30,S&P BSE 500,146.3190015
2016-07-31,S&P BSE 500,153.7017801
2016-08-31,S&P BSE 500,157.0041378
2016-09-30,S&P BSE 500,155.2232817
2016-10-31,S&P BSE 500,157.587851
2016-11-30,S&P BSE 500,148.5164165
2016-12-31,S&P BSE 500,146.4117323
2017-01-31,S&P BSE 500,154.6832143
2017-02-28,S&P BSE 500,161.5419776
2017-03-31,S&P BSE 500,167.5774399
2017-04-30,S&P BSE 500,172.1853253
2017-05-31,S&P BSE 500,175.1026976
2017-06-30,S&P BSE 500,174.8280871
2017-07-31,S&P BSE 500,184.3635736
2017-08-31,S&P BSE 500,182.5713086
2017-09-30,S&P BSE 500,180.5624064
2017-10-31,S&P BSE 500,192.1686157
2017-11-30,S&P BSE 500,192.274878
2017-12-31,S&P BSE 500,199.0196846
2018-01-31,S&P BSE 500,203.5965271
2018-02-28,S&P BSE 500,194.6218032
2018-03-31,S&P BSE 500,187.3922494
2018-04-30,S&P BSE 500,199.6263484
2018-05-31,S&P BSE 500,195.8847464
2018-06-30,S&P BSE 500,192.7386647
2018-07-31,S&P BSE 500,203.1694878
2018-08-31,S&P BSE 500,210.2190192
2018-09-30,S&P BSE 500,191.6422124
2018-10-31,S&P BSE 500,184.157682
2018-11-30,S&P BSE 500,191.4181462
2018-12-31,S&P BSE 500,192.8958693
2019-01-31,S&P BSE 500,186.8280374
2019-02-28,S&P BSE 500,188.3377322
2019-03-31,S&P BSE 500,203.0336418
2019-04-30,S&P BSE 500,203.4903974
2019-05-31,S&P BSE 500,205.8637224
2019-06-30,S&P BSE 500,202.8629056
2019-07-31,S&P BSE 500,190.026786
2019-08-31,S&P BSE 500,188.8321638
2019-09-30,S&P BSE 500,196.4728375
2019-10-31,S&P BSE 500,204.1289001
2019-11-30,S&P BSE 500,206.5239817
2019-12-31,S&P BSE 500,207.8815129
2020-01-31,S&P BSE 500,207.6136682
2020-02-29,S&P BSE 500,194.0530808
2020-03-31,S&P BSE 500,147.2314514
2020-04-30,S&P BSE 500,168.7594592
2020-05-31,S&P BSE 500,164.698009
2020-06-30,S&P BSE 500,178.2731892
2020-07-31,S&P BSE 500,190.3194386
2020-08-31,S&P BSE 500,197.533869
2020-09-30,S&P BSE 500,197.0164868
2020-10-31,S&P BSE 500,201.84552
2020-11-30,S&P BSE 500,225.1477508
2020-12-31,S&P BSE 500,242.7729722
2021-01-31,S&P BSE 500,238.4601273
2021-02-28,S&P BSE 500,256.9830732
2021-03-31,S&P BSE 500,260.0435879
2021-04-30,S&P BSE 500,261.2053099
2021-05-31,S&P BSE 500,279.3224425
2021-06-30,S&P BSE 500,284.7338623
2021-07-31,S&P BSE 500,288.5888903
2021-08-31,S&P BSE 500,307.4342051
2021-09-30,S&P BSE 500,317.5604359
2021-10-31,S&P BSE 500,318.2575753
2021-11-30,S&P BSE 500,315.7888662
2021-12-31,S&P BSE 500,315.8817297
2022-01-31,S&P BSE 500,314.6120207
2022-02-28,S&P BSE 500,301.6953752
2022-03-31,S&P BSE 500,314.342982
2022-04-30,S&P BSE 500,312.4411381
2022-05-31,S&P BSE 500,298.45842
2022-06-30,S&P BSE 500,282.8958288
2022-07-31,S&P BSE 500,309.8938931
2022-08-31,S&P BSE 500,323.981149
2022-09-30,S&P BSE 500,313.6458427
2022-10-31,S&P BSE 500,326.2101376
2022-11-30,S&P BSE 500,337.0514172
2022-12-31,S&P BSE 500,326.4254482
2023-01-31,S&P BSE 500,315.4500472
2023-02-28,S&P BSE 500,306.2476752
2023-03-31,S&P BSE 500,307.2455596
2023-04-30,S&P BSE 500,321.1665898
2023-05-31,S&P BSE 500,332.4468483
2023-06-30,S&P BSE 500,345.9648511
2023-07-31,S&P BSE 500,359.103175
2023-08-31,S&P BSE 500,356.1812922
2023-09-30,S&P BSE 500,363.596971
2023-10-31,S&P BSE 500,352.9500414
2023-11-30,S&P BSE 500,377.3232534
2023-12-31,S&P BSE 500,407.5416901
2024-01-31,S&P BSE 500,415.2768193
2024-02-29,S&P BSE 500,421.560625
2011-03-31,S&P BSE Midcap,100.0
2011-04-30,S&P BSE Midcap,98.66
2011-05-31,S&P BSE Midcap,96.10027431
2011-06-30,S&P BSE Midcap,95.31939526
2011-07-31,S&P BSE Midcap,96.17133917
2011-08-31,S&P BSE Midcap,87.24706678
2011-09-29,S&P BSE Midcap,85.24431715
2011-10-31,S&P BSE Midcap,87.58625895
2011-11-30,S&P BSE Midcap,78.26438493
2011-12-31,S&P BSE Midcap,71.41323168
2012-01-31,S&P BSE Midcap,81.65783634
2012-02-29,S&P BSE Midcap,88.82161934
2012-03-31,S&P BSE Midcap,88.25393487
2012-04-30,S&P BSE Midcap,87.83463829
2012-05-31,S&P BSE Midcap,81.86950115
2012-06-30,S&P BSE Midcap,85.57989349
2012-07-31,S&P BSE Midcap,83.6128849
2012-08-31,S&P BSE Midcap,83.42597458
2012-09-30,S&P BSE Midcap,91.88769955
2012-10-31,S&P BSE Midcap,91.31333971
2012-11-30,S&P BSE Midcap,95.98609769
2012-12-31,S&P BSE Midcap,98.91908774
2013-01-31,S&P BSE Midcap,96.94415215
2013-02-28,S&P BSE Midcap,87.65593311
2013-03-31,S&P BSE Midcap,85.41773766
2013-04-30,S&P BSE Midcap,88.22667712
2013-05-31,S&P BSE Midcap,88.85847293
2013-06-30,S&P BSE Midcap,82.94840759
2013-07-31,S&P BSE Midcap,77.08799029
2013-08-31,S&P BSE Midcap,73.70719427
2013-09-30,S&P BSE Midcap,77.96274171
2013-10-31,S&P BSE Midcap,84.93502508
2013-11-30,S&P BSE Midcap,87.96230471
2013-12-31,S&P BSE Midcap,93.25434219
2014-01-31,S&P BSE Midcap,87.7254682
2014-02-28,S&P BSE Midcap,90.40145656
2014-03-31,S&P BSE Midcap,98.50146
2014-04-30,S&P BSE Midcap,101.8474885
2014-05-31,S&P BSE Midcap,117.7537791
2014-06-30,S&P BSE Midcap,130.4332245
2014-07-31,S&P BSE Midcap,127.7803218
2014-08-31,S&P BSE Midcap,129.3199677
2014-09-30,S&P BSE Midcap,132.5394423
2014-10-31,S&P BSE Midcap,136.7699571
2014-11-30,S&P BSE Midcap,142.8335559
2014-12-31,S&P BSE Midcap,144.2516545
2015-01-31,S&P BSE Midcap,149.3417621
2015-02-28,S&P BSE Midcap,150.3466832
2015-03-31,S&P BSE Midcap,147.3061919
2015-04-30,S&P BSE Midcap,144.8595303
2015-05-31,S&P BSE Midcap,149.0288542
2015-06-30,S&P BSE Midcap,148.5268109
2015-07-31,S&P BSE Midcap,156.7740896
2015-08-31,S&P BSE Midcap,149.2837699
2015-09-30,S&P BSE Midcap,150.1846665
2015-10-31,S&P BSE Midcap,152.6239574
2015-11-30,S&P BSE Midcap,152.7626104
2015-12-31,S&P BSE Midcap,154.9670118
2016-01-31,S&P BSE Midcap,144.8730201
2016-02-29,S&P BSE Midcap,133.161086
2016-03-31,S&P BSE Midcap,147.6779265
2016-04-30,S&P BSE Midcap,153.9455413
2016-05-31,S&P BSE Midcap,158.0671642
2016-06-30,S&P BSE Midcap,162.9515869
2016-07-31,S&P BSE Midcap,176.0775866
2016-08-31,S&P BSE Midcap,183.8133653
2016-09-30,S&P BSE Midcap,183.1092529
2016-10-31,S&P BSE Midcap,187.3707804
2016-11-30,S&P BSE Midcap,173.8185306
2016-12-31,S&P BSE Midcap,167.3200594
2017-01-31,S&P BSE Midcap,178.809064
2017-02-28,S&P BSE Midcap,188.4709646
2017-03-31,S&P BSE Midcap,196.0423623
2017-04-30,S&P BSE Midcap,205.8023074
2017-05-31,S&P BSE Midcap,203.3941682
2017-06-30,S&P BSE Midcap,203.6610438
2017-07-31,S&P BSE Midcap,214.0230237
2017-08-31,S&P BSE Midcap,216.1121359
2017-09-30,S&P BSE Midcap,214.6687265
2017-10-31,S&P BSE Midcap,230.6893329
2017-11-30,S&P BSE Midcap,235.271139
2017-12-31,S&P BSE Midcap,247.1555201
2018-01-31,S&P BSE Midcap,241.4814568
2018-02-28,S&P BSE Midcap,230.3362337
2018-03-31,S&P BSE Midcap,221.992023
2018-04-30,S&P BSE Midcap,236.5866038
2018-05-31,S&P BSE Midcap,222.7043405
2018-06-30,S&P BSE Midcap,214.8759411
2018-07-31,S&P BSE Midcap,222.6991949
2018-08-31,S&P BSE Midcap,234.7689566
2018-09-30,S&P BSE Midcap,205.312085
2018-10-31,S&P BSE Midcap,203.217549
2018-11-30,S&P BSE Midcap,209.1525079
2018-12-31,S&P BSE Midcap,214.7027987
2019-01-31,S&P BSE Midcap,201.6378509
2019-02-28,S&P BSE Midcap,199.1256872
2019-03-31,S&P BSE Midcap,215.2753507
2019-04-30,S&P BSE Midcap,207.0615878
2019-05-31,S&P BSE Midcap,209.9428438
2019-06-30,S&P BSE Midcap,205.9398478
2019-07-31,S&P BSE Midcap,189.7387283
2019-08-31,S&P BSE Midcap,187.2934574
2019-09-30,S&P BSE Midcap,196.1463868
2019-10-31,S&P BSE Midcap,206.7208659
2019-11-30,S&P BSE Midcap,209.7854163
2019-12-31,S&P BSE Midcap,208.2019633
2020-01-31,S&P BSE Midcap,215.0304481
2020-02-29,S&P BSE Midcap,203.0427378
2020-03-31,S&P BSE Midcap,146.9962045
2020-04-30,S&P BSE Midcap,167.0712628
2020-05-31,S&P BSE Midcap,164.7038712
2020-06-30,S&P BSE Midcap,181.5600112
2020-07-31,S&P BSE Midcap,191.3481875
2020-08-31,S&P BSE Midcap,203.8907878
2020-09-30,S&P BSE Midcap,204.5026965
2020-10-31,S&P BSE Midcap,207.2788154
2020-11-30,S&P BSE Midcap,234.3571698
2020-12-31,S&P BSE Midcap,249.5117861
2021-01-31,S&P BSE Midcap,251.4666956
2021-02-28,S&P BSE Midcap,277.8434409
2021-03-31,S&P BSE Midcap,280.6618371
2021-04-30,S&P BSE Midcap,282.4821267
2021-05-31,S&P BSE Midcap,302.5943167
2021-06-30,S&P BSE Midcap,313.4078575
2021-07-31,S&P BSE Midcap,321.0743792
2021-08-31,S&P BSE Midcap,331.7300753
2021-09-30,S&P BSE Midcap,351.1951718
2021-10-31,S&P BSE Midcap,351.5377016
2021-11-30,S&P BSE Midcap,351.7502009
2021-12-31,S&P BSE Midcap,347.2593467
2022-01-31,S&P BSE Midcap,342.2935678
2022-02-28,S&P BSE Midcap,324.8068837
2022-03-31,S&P BSE Midcap,335.2699676
2022-04-30,S&P BSE Midcap,339.5821166
2022-05-31,S&P BSE Midcap,321.8615164
2022-06-30,S&P BSE Midcap,301.9664149
2022-07-31,S&P BSE Midcap,334.4762941
2022-08-31,S&P BSE Midcap,353.096122
2022-09-30,S&P BSE Midcap,345.6441856
2022-10-31,S&P BSE Midcap,352.6683422
2022-11-30,S&P BSE Midcap,360.8994888
2022-12-31,S&P BSE Midcap,352.0492017
2023-01-31,S&P BSE Midcap,342.7068844
2023-02-28,S&P BSE Midcap,335.9651794
2023-03-31,S&P BSE Midcap,334.6805882
2023-04-30,S&P BSE Midcap,354.5236774
2023-05-31,S&P BSE Midcap,376.8808774
2023-06-30,S&P BSE Midcap,400.1911252
2023-07-31,S&P BSE Midcap,423.0480043
2023-08-31,S&P BSE Midcap,433.9072991
2023-09-30,S&P BSE Midcap,449.7628292
2023-10-31,S&P BSE Midcap,434.5261614
2023-11-30,S&P BSE Midcap,476.4046422
2023-12-31,S&P BSE Midcap,512.3236878
2024-01-31,S&P BSE Midcap,539.2376612
2024-02-29,S&P BSE Midcap,547.1991507
2011-03-31,S&P BSE Smallcap,100.0
2011-04-30,S&P BSE Smallcap,97.96
2011-05-31,S&P BSE Smallcap,92.56941304
2011-06-30,S&P BSE Smallcap,91.68010501
2011-07-31,S&P BSE Smallcap,93.35463877
2011-08-31,S&P BSE Smallcap,80.15776614
2011-09-29,S&P BSE Smallcap,77.34327256
2011-10-31,S&P BSE Smallcap,78.39454886
2011-11-30,S&P BSE Smallcap,68.53314335
2011-12-31,S&P BSE Smallcap,62.38351985
2012-01-31,S&P BSE Smallcap,72.64742941
2012-02-29,S&P BSE Smallcap,77.10633357
2012-03-31,S&P BSE Smallcap,74.514167
2012-04-30,S&P BSE Smallcap,76.03426329
2012-05-31,S&P BSE Smallcap,70.48597927
2012-06-30,S&P BSE Smallcap,73.55168663
2012-07-31,S&P BSE Smallcap,72.47422116
2012-08-31,S&P BSE Smallcap,71.88074967
2012-09-30,S&P BSE Smallcap,78.88101564
2012-10-31,S&P BSE Smallcap,78.55820312
2012-11-30,S&P BSE Smallcap,81.77823554
2012-12-31,S&P BSE Smallcap,82.95045413
2013-01-31,S&P BSE Smallcap,79.51247829
2013-02-28,S&P BSE Smallcap,69.7578527
2013-03-31,S&P BSE Smallcap,65.24420979
2013-04-30,S&P BSE Smallcap,67.6736996
2013-05-31,S&P BSE Smallcap,66.80070888
2013-06-30,S&P BSE Smallcap,63.42957412
2013-07-31,S&P BSE Smallcap,59.69293524
2013-08-31,S&P BSE Smallcap,58.34634707
2013-09-30,S&P BSE Smallcap,61.43705971
