Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Drawdown,Group,Holding Yrs
-12.869,6.91,10.66,-1.21,-0.93,1.24,-17.0357,S&P BSE SmallCap,2
-13.675,6.61,10.56,-1.29,-1.06,1.21,-17.0358,S&P BSE SmallCap,2
-11.621,6.4,10.34,-1.12,-0.86,1.21,-14.1493,S&P BSE SmallCap,2
-8.286,7.25,11.01,-0.75,-0.54,1.23,-14.1493,S&P BSE SmallCap,2
-8.164,7.21,10.99,-0.74,-0.54,1.23,-14.1493,S&P BSE SmallCap,2
-5.614,7.93,12.0,-0.47,-0.29,1.25,-14.1493,S&P BSE SmallCap,2
0.109,6.76,11.21,0.01,0.1,1.21,-6.8819,S&P BSE SmallCap,2
-2.3,6.89,11.22,-0.2,-0.15,1.22,-6.8819,S&P BSE SmallCap,2
-0.315000000000001,7.05,11.15,-0.03,-0.05,1.22,-6.8819,S&P BSE SmallCap,2
-1.251,6.88,11.14,-0.11,-0.17,1.21,-6.8819,S&P BSE SmallCap,2
0.674999999999999,6.66,11.04,0.06,-0.03,1.2,-6.8819,S&P BSE SmallCap,2
4.52,6.99,11.2,0.4,0.17,1.21,-6.8819,S&P BSE SmallCap,2
4.044,6.91,11.17,0.36,0.2,1.21,-6.8819,S&P BSE SmallCap,2
8.417,6.82,11.22,0.75,0.52,1.2,-6.1923,S&P BSE SmallCap,2
9.483,6.86,11.25,0.84,0.53,1.2,-6.1923,S&P BSE SmallCap,2
14.62,6.72,11.29,1.29,0.83,1.2,-5.3151,S&P BSE SmallCap,2
22.002,5.85,10.74,2.05,1.22,1.17,-5.3151,S&P BSE SmallCap,2
18.917,5.62,11.93,1.59,1.02,1.14,-5.3151,S&P BSE SmallCap,2
18.85,5.63,11.93,1.58,1.02,1.14,-5.3151,S&P BSE SmallCap,2
18.766,5.74,11.89,1.58,1.05,1.14,-5.3151,S&P BSE SmallCap,2
19.843,5.67,11.77,1.69,1.14,1.14,-5.3151,S&P BSE SmallCap,2
23.328,5.63,12.07,1.93,1.36,1.13,-5.3151,S&P BSE SmallCap,2
18.026,5.66,11.42,1.58,1.02,1.15,-5.4065,S&P BSE SmallCap,2
14.745,6.44,12.15,1.21,0.76,1.17,-5.7796,S&P BSE SmallCap,2
25.242,3.94,11.03,2.29,1.3,1.04,-4.2856,S&P BSE SmallCap,2
24.471,4.53,11.03,2.22,1.31,1.06,-4.2856,S&P BSE SmallCap,2
20.979,5.51,11.54,1.82,0.97,1.13,-4.2581,S&P BSE SmallCap,2
15.522,4.96,11.22,1.38,0.85,1.1,-4.7467,S&P BSE SmallCap,2
16.541,4.79,11.1,1.49,0.9,1.1,-4.7467,S&P BSE SmallCap,2
13.3,4.2,10.42,1.28,0.73,1.08,-4.7467,S&P BSE SmallCap,2
12.166,4.0,10.25,1.19,0.69,1.07,-4.7468,S&P BSE SmallCap,2
11.999,3.87,10.32,1.16,0.69,1.06,-4.7468,S&P BSE SmallCap,2
9.925,3.89,10.36,0.96,0.63,1.05,-4.7468,S&P BSE SmallCap,2
10.469,4.12,10.32,1.01,0.7,1.07,-4.7468,S&P BSE SmallCap,2
10.205,4.09,10.32,0.99,0.69,1.07,-4.7467,S&P BSE SmallCap,2
7.305,3.4,10.01,0.73,0.58,1.01,-4.7468,S&P BSE SmallCap,2
5.559,3.5,10.12,0.55,0.45,1.01,-4.7467,S&P BSE SmallCap,2
4.632,3.58,9.83,0.47,0.35,1.04,-4.7468,S&P BSE SmallCap,2
5.058,3.66,9.92,0.51,0.4,1.04,-4.7468,S&P BSE SmallCap,2
0.833,3.01,9.0,0.09,0.08,1.03,-4.7467,S&P BSE SmallCap,2
5.96,4.11,8.05,0.74,0.39,1.17,-4.7468,S&P BSE SmallCap,2
9.116,4.42,9.29,0.98,0.7,1.14,-4.7468,S&P BSE SmallCap,2
8.986,4.33,9.32,0.96,0.68,1.13,-4.7468,S&P BSE SmallCap,2
9.25,4.23,9.33,0.99,0.72,1.12,-5.4153,S&P BSE SmallCap,2
7.786,4.19,8.75,0.89,0.53,1.15,-5.4153,S&P BSE SmallCap,2
7.031,3.47,8.99,0.78,0.48,1.08,-5.1116,S&P BSE SmallCap,2
13.653,2.57,8.68,1.57,0.99,1.01,-3.3662,S&P BSE SmallCap,2
10.798,2.71,9.04,1.19,0.81,1.01,-3.3662,S&P BSE SmallCap,2
-10.601,5.25,9.54,-1.11,-0.89,1.19,-18.3148,S&P BSE SmallCap,3
-8.868,5.54,10.18,-0.87,-0.74,1.2,-18.2435,S&P BSE SmallCap,3
-5.302,7.36,11.8,-0.45,-0.51,1.27,-17.0382,S&P BSE SmallCap,3
-2.709,8.07,12.47,-0.22,-0.35,1.3,-17.0382,S&P BSE SmallCap,3
-5.051,8.21,12.31,-0.41,-0.57,1.32,-18.7607,S&P BSE SmallCap,3
-2.979,7.64,11.93,-0.25,-0.49,1.29,-15.1034,S&P BSE SmallCap,3
-1.007,7.61,12.04,-0.08,-0.36,1.29,-15.1034,S&P BSE SmallCap,3
0.0150000000000006,7.73,11.78,0.0,-0.3,1.31,-15.1034,S&P BSE SmallCap,3
1.28,7.53,11.63,0.11,-0.33,1.31,-16.7234,S&P BSE SmallCap,3
3.058,7.15,11.43,0.27,-0.21,1.29,-16.7234,S&P BSE SmallCap,3
0.468,6.85,11.53,0.04,-0.3,1.27,-16.7234,S&P BSE SmallCap,3
-0.669,6.84,11.54,-0.06,-0.36,1.27,-16.7234,S&P BSE SmallCap,3
0.195,6.65,11.48,0.02,-0.26,1.25,-16.7234,S&P BSE SmallCap,3
0.506999999999998,6.47,11.55,0.04,-0.19,1.23,-16.7234,S&P BSE SmallCap,3
0.986000000000001,6.51,11.53,0.09,-0.23,1.23,-16.7234,S&P BSE SmallCap,3
1.444,6.76,11.46,0.13,-0.19,1.26,-16.7234,S&P BSE SmallCap,3
3.06,6.93,11.65,0.26,-0.12,1.27,-16.7234,S&P BSE SmallCap,3
3.027,6.85,11.64,0.26,-0.05,1.26,-16.7234,S&P BSE SmallCap,3
2.872,6.95,11.63,0.25,0.0,1.27,-16.7234,S&P BSE SmallCap,3
2.972,6.99,11.64,0.26,-0.02,1.28,-16.7234,S&P BSE SmallCap,3
4.651,7.08,11.77,0.4,0.14,1.28,-16.7234,S&P BSE SmallCap,3
5.115,7.08,11.78,0.43,0.19,1.28,-16.7234,S&P BSE SmallCap,3
6.076,7.03,11.41,0.53,0.31,1.29,-13.6821,S&P BSE SmallCap,3
6.72,6.72,11.14,0.6,0.38,1.27,0.2957,S&P BSE SmallCap,3
9.133,5.81,10.57,0.86,0.51,1.21,0.2957,S&P BSE SmallCap,3
10.19,5.94,10.58,0.96,0.59,1.22,0.2957,S&P BSE SmallCap,3
10.214,5.81,10.6,0.96,0.58,1.21,0.2957,S&P BSE SmallCap,3
12.395,5.77,10.63,1.17,0.68,1.21,0.2957,S&P BSE SmallCap,3
13.955,5.26,10.37,1.35,0.76,1.17,0.2957,S&P BSE SmallCap,3
13.509,5.47,10.34,1.31,0.65,1.19,0.2957,S&P BSE SmallCap,3
14.145,5.49,10.35,1.37,0.74,1.19,0.2957,S&P BSE SmallCap,3
16.289,6.05,10.48,1.55,0.88,1.24,0.2957,S&P BSE SmallCap,3
12.636,6.6,10.66,1.19,0.65,1.28,0.2957,S&P BSE SmallCap,3
10.371,6.49,10.52,0.99,0.55,1.28,0.2957,S&P BSE SmallCap,3
11.486,6.5,10.52,1.09,0.52,1.28,0.2957,S&P BSE SmallCap,3
12.079,6.51,10.51,1.15,0.54,1.28,0.2957,S&P BSE SmallCap,3
11.787,6.53,10.49,1.12,0.55,1.29,0.2957,S&P BSE SmallCap,3
11.196,6.55,10.3,1.09,0.48,1.3,0.2957,S&P BSE SmallCap,3
5.938,4.72,9.09,0.65,0.3,1.18,0.2958,S&P BSE SmallCap,3
4.32,3.74,8.36,0.52,0.26,1.12,0.2957,S&P BSE SmallCap,3
4.996,3.46,8.23,0.61,0.31,1.1,0.2957,S&P BSE SmallCap,3
5.045,3.46,8.22,0.61,0.32,1.1,0.2957,S&P BSE SmallCap,3
4.494,3.34,8.09,0.56,0.29,1.1,0.2957,S&P BSE SmallCap,3
6.213,3.7,8.1,0.77,0.38,1.13,0.2957,S&P BSE SmallCap,3
7.599,3.78,8.27,0.92,0.5,1.13,0.2957,S&P BSE SmallCap,3
8.294,3.87,8.31,1.0,0.51,1.14,0.2957,S&P BSE SmallCap,3
7.616,4.32,8.57,0.89,0.46,1.17,0.2957,S&P BSE SmallCap,3
8.572,4.15,8.49,1.01,0.58,1.16,0.2957,S&P BSE SmallCap,3
7.449,4.47,8.69,0.86,0.48,1.18,-1.285,S&P BSE SmallCap,3
6.856,4.7,8.52,0.8,0.35,1.21,-1.285,S&P BSE SmallCap,3
4.971,5.18,8.99,0.55,0.24,1.23,-1.285,S&P BSE SmallCap,3
3.64,5.49,9.34,0.39,0.13,1.25,-1.285,S&P BSE SmallCap,3
1.588,5.06,9.2,0.17,-0.01,1.21,-1.285,S&P BSE SmallCap,3
2.158,5.03,9.17,0.24,-0.03,1.21,-5.5996,S&P BSE SmallCap,3
-1.279,6.43,10.12,-0.13,-0.29,1.29,-10.1006,S&P BSE SmallCap,3
-0.757,6.2,10.19,-0.07,-0.18,1.27,-11.3109,S&P BSE SmallCap,3
-2.927,6.1,10.04,-0.29,-0.38,1.26,-11.614,S&P BSE SmallCap,3
-2.949,6.1,10.04,-0.29,-0.39,1.26,-11.614,S&P BSE SmallCap,3
-2.884,6.09,10.03,-0.29,-0.4,1.27,-14.0993,S&P BSE SmallCap,3
-2.209,5.69,9.85,-0.22,-0.39,1.24,-15.3469,S&P BSE SmallCap,3
-1.434,6.16,9.93,-0.14,-0.37,1.29,-15.3469,S&P BSE SmallCap,3
-3.357,6.18,9.96,-0.34,-0.5,1.29,-15.3469,S&P BSE SmallCap,3
-2.34,6.25,9.89,-0.24,-0.42,1.31,-15.3469,S&P BSE SmallCap,3
-4.517,6.2,9.78,-0.46,-0.56,1.31,-15.3469,S&P BSE SmallCap,3
-5.801,6.77,10.08,-0.58,-0.6,1.35,-20.6126,S&P BSE SmallCap,3
-6.151,6.74,10.07,-0.61,-0.6,1.34,-21.4438,S&P BSE SmallCap,3
-6.662,6.82,9.99,-0.67,-0.69,1.36,-21.4438,S&P BSE SmallCap,3
-8.573,6.47,9.5,-0.9,-0.86,1.34,-21.4438,S&P BSE SmallCap,3
-7.88,6.24,9.36,-0.84,-0.86,1.33,-21.4438,S&P BSE SmallCap,3
-7.495,6.24,9.37,-0.8,-0.84,1.33,-21.4438,S&P BSE SmallCap,3
-5.51,6.49,10.3,-0.53,-0.62,1.31,-21.4438,S&P BSE SmallCap,3
-5.761,6.14,10.25,-0.56,-0.54,1.27,-21.4438,S&P BSE SmallCap,3
-8.019,6.46,10.63,-0.75,-0.54,1.24,-19.3207,S&P BSE SmallCap,3
-9.159,6.08,10.36,-0.88,-0.7,1.21,-19.3207,S&P BSE SmallCap,3
-7.802,6.05,10.23,-0.76,-0.56,1.21,-19.3207,S&P BSE SmallCap,3
-7.22,6.7,10.67,-0.68,-0.53,1.23,-19.3207,S&P BSE SmallCap,3
-7.411,6.62,10.69,-0.69,-0.55,1.23,-19.3207,S&P BSE SmallCap,3
-5.752,7.15,11.38,-0.51,-0.42,1.24,-19.3207,S&P BSE SmallCap,3
-5.108,7.24,11.58,-0.44,-0.37,1.25,-19.3207,S&P BSE SmallCap,3
-6.601,7.0,11.49,-0.57,-0.48,1.23,-19.3207,S&P BSE SmallCap,3
-7.458,7.01,11.33,-0.66,-0.6,1.23,-19.3207,S&P BSE SmallCap,3
-8.356,6.82,11.24,-0.74,-0.69,1.22,-19.3207,S&P BSE SmallCap,3
-6.228,6.74,10.96,-0.57,-0.5,1.22,-17.928,S&P BSE SmallCap,3
-5.59,7.27,11.25,-0.5,-0.51,1.25,-17.0357,S&P BSE SmallCap,3
-4.296,7.17,11.2,-0.38,-0.44,1.24,-17.0357,S&P BSE SmallCap,3
-3.246,7.17,11.47,-0.28,-0.31,1.24,-17.0358,S&P BSE SmallCap,3
-0.994,7.02,11.23,-0.09,-0.19,1.23,-14.1493,S&P BSE SmallCap,3
2.426,6.96,11.3,0.21,0.04,1.23,-14.1493,S&P BSE SmallCap,3
4.914,7.19,11.5,0.43,0.25,1.24,-14.1493,S&P BSE SmallCap,3
2.609,6.99,12.11,0.22,0.09,1.21,-14.1493,S&P BSE SmallCap,3
6.506,5.89,11.24,0.58,0.31,1.17,-6.8819,S&P BSE SmallCap,3
5.358,6.07,11.21,0.48,0.19,1.18,-6.8819,S&P BSE SmallCap,3
6.476,6.09,11.08,0.58,0.29,1.19,-6.8819,S&P BSE SmallCap,3
8.177,6.15,11.43,0.72,0.42,1.18,-6.8819,S&P BSE SmallCap,3
9.049,5.99,11.32,0.8,0.46,1.18,-6.8819,S&P BSE SmallCap,3
7.867,6.4,11.6,0.68,0.4,1.19,-6.8819,S&P BSE SmallCap,3
7.674,6.38,11.59,0.66,0.41,1.19,-6.8819,S&P BSE SmallCap,3
9.695,6.22,11.41,0.85,0.56,1.19,-6.1923,S&P BSE SmallCap,3
7.862,6.55,11.66,0.67,0.47,1.2,-6.1923,S&P BSE SmallCap,3
8.562,6.44,11.51,0.74,0.55,1.2,-5.3151,S&P BSE SmallCap,3
10.981,5.65,11.1,0.99,0.63,1.16,-5.3151,S&P BSE SmallCap,3
11.999,5.6,11.07,1.08,0.67,1.16,-5.3151,S&P BSE SmallCap,3
12.386,5.49,11.1,1.12,0.75,1.15,-5.3151,S&P BSE SmallCap,3
11.648,5.5,11.25,1.04,0.71,1.15,-5.3151,S&P BSE SmallCap,3
11.853,5.43,11.24,1.05,0.71,1.15,-5.3151,S&P BSE SmallCap,3
12.048,5.39,11.23,1.07,0.75,1.14,-5.3151,S&P BSE SmallCap,3
9.38,5.24,10.61,0.88,0.58,1.15,-5.4065,S&P BSE SmallCap,3
9.438,5.27,10.61,0.89,0.56,1.15,-5.7796,S&P BSE SmallCap,3
13.248,3.71,9.99,1.33,0.75,1.07,-4.7468,S&P BSE SmallCap,3
13.666,4.15,10.05,1.36,0.78,1.09,-4.7468,S&P BSE SmallCap,3
14.948,4.23,10.1,1.48,0.82,1.09,-4.7468,S&P BSE SmallCap,3
13.759,3.97,9.8,1.4,0.84,1.08,-4.7467,S&P BSE SmallCap,3
12.622,3.65,9.4,1.34,0.78,1.07,-4.7467,S&P BSE SmallCap,3
13.886,3.71,9.89,1.4,0.89,1.06,-4.7467,S&P BSE SmallCap,3
14.477,3.68,9.76,1.48,0.93,1.06,-4.7468,S&P BSE SmallCap,3
13.677,3.72,9.75,1.4,0.95,1.05,-4.7468,S&P BSE SmallCap,3
14.843,4.11,9.74,1.52,0.98,1.09,-4.7468,S&P BSE SmallCap,3
13.826,3.7,9.94,1.39,0.93,1.04,-4.7468,S&P BSE SmallCap,3
14.062,3.49,10.07,1.4,1.02,1.01,-4.7467,S&P BSE SmallCap,3
12.392,3.62,10.29,1.2,0.91,1.01,-4.7468,S&P BSE SmallCap,3
10.228,-8.72,10.51,0.97,0.47,0.57,12.282,Minerva India Under-served,1
8.674,-8.59,10.66,0.81,0.36,0.57,11.8681,Minerva India Under-served,1
11.443,-9.14,11.19,1.02,0.47,0.56,10.5736,Minerva India Under-served,1
11.645,-9.41,11.3,1.03,0.65,0.57,10.5736,Minerva India Under-served,1
9.814,-9.41,10.93,0.9,0.53,0.58,8.8511,Minerva India Under-served,1
7.708,-8.17,10.17,0.76,0.65,0.59,7.33,Minerva India Under-served,1
6.7,-8.11,10.27,0.65,0.84,0.62,7.33,Minerva India Under-served,1
13.338,-7.64,9.33,1.43,1.12,0.64,7.33,Minerva India Under-served,1
8.662,-5.37,7.5,1.15,1.06,0.7,3.2598,Minerva India Under-served,1
7.403,-5.33,7.39,1.0,1.19,0.68,3.2598,Minerva India Under-served,1
3.676,-1.52,8.68,0.42,0.64,0.72,3.2598,Minerva India Under-served,1
7.304,-2.06,8.83,0.83,0.67,0.72,0.1288,Minerva India Under-served,1
9.962,-2.25,9.03,1.1,0.88,0.7,-0.7128,Minerva India Under-served,1
11.575,-2.74,8.9,1.3,1.09,0.69,-0.7128,Minerva India Under-served,1
8.442,-1.44,8.19,1.03,0.97,0.74,-0.712899999999999,Minerva India Under-served,1
9.778,-0.630000000000001,7.9,1.24,0.86,0.79,-0.712899999999999,Minerva India Under-served,1
7.985,-0.43,7.81,1.02,0.71,0.82,0.5839,Minerva India Under-served,1
12.978,-1.32,10.13,1.28,1.04,0.69,4.6487,Minerva India Under-served,1
16.78,0.85,10.09,1.66,1.3,0.77,4.6486,Minerva India Under-served,1
15.126,-0.0300000000000011,10.13,1.49,1.25,0.8,4.6487,Minerva India Under-served,1
17.227,-0.109999999999999,10.52,1.64,1.37,0.76,4.6487,Minerva India Under-served,1
17.897,-0.17,10.49,1.71,1.43,0.76,4.6486,Minerva India Under-served,1
19.895,0.580000000000002,8.82,2.26,1.55,0.89,5.8015,Minerva India Under-served,1
20.044,1.04,8.76,2.29,1.53,0.9,3.1827,Minerva India Under-served,1
11.677,-0.329999999999998,10.94,1.07,1.16,0.75,3.1827,Minerva India Under-served,1
14.019,-0.18,10.98,1.28,1.27,0.75,3.1827,Minerva India Under-served,1
18.123,1.24,11.26,1.61,1.41,0.88,3.1827,Minerva India Under-served,1
18.645,0.739999999999998,11.35,1.64,1.56,0.84,-0.2952,Minerva India Under-served,1
13.829,1.63,12.07,1.15,1.29,0.85,-2.6758,Minerva India Under-served,1
1.537,3.8,9.97,0.15,-0.09,1.06,-2.9296,Minerva India Under-served,1
1.929,3.0,10.04,0.19,0.16,1.0,-2.9295,Minerva India Under-served,1
2.123,3.39,10.03,0.21,0.14,1.01,-2.9295,Minerva India Under-served,1
-7.36,4.14,9.54,-0.77,-0.72,1.1,-2.9295,Minerva India Under-served,1
-2.459,3.07,10.53,-0.23,-0.02,0.96,-2.9295,Minerva India Under-served,1
-5.256,1.61,11.3,-0.47,0.74,0.71,-0.4487,Minerva India Under-served,1
-4.852,1.33,11.34,-0.43,0.75,0.7,-0.4486,Minerva India Under-served,1
11.912,0.43,11.94,1.0,1.65,0.63,0.9517,Minerva India Under-served,1
10.782,0.18,11.88,0.91,1.4,0.67,4.0241,Minerva India Under-served,1
2.487,-2.91,11.97,0.21,1.36,0.23,4.0241,Minerva India Under-served,1
2.926,-2.89,11.96,0.24,1.05,0.1,4.0241,Minerva India Under-served,1
11.517,-2.06,12.02,0.96,1.75,0.18,4.208,Minerva India Under-served,1
12.666,-1.37,11.83,1.07,1.17,0.46,2.5118,Minerva India Under-served,1
13.127,-1.53,11.95,1.1,1.17,0.44,2.8445,Minerva India Under-served,1
13.874,-1.25,11.9,1.17,1.14,0.42,2.8445,Minerva India Under-served,1
24.558,0.34,12.43,1.98,1.77,0.45,2.8445,Minerva India Under-served,1
23.05,0.57,12.21,1.89,1.75,0.48,2.8444,Minerva India Under-served,1
26.147,3.23,9.98,2.62,2.11,0.92,6.9522,Minerva India Under-served,1
21.671,4.4,10.35,2.09,2.15,1.07,5.8359,Minerva India Under-served,1
17.594,2.63,8.99,1.96,1.51,1.03,4.2552,Minerva India Under-served,1
16.259,2.5,9.18,1.77,1.33,1.02,4.2552,Minerva India Under-served,1
19.562,2.5,8.1,2.42,1.57,1.05,4.2552,Minerva India Under-served,1
23.795,2.57,8.08,2.94,1.81,1.05,4.2552,Minerva India Under-served,1
16.892,1.36,8.5,1.99,1.31,0.97,4.2552,Minerva India Under-served,1
18.461,1.17,8.49,2.17,1.37,0.94,-0.0594000000000001,Minerva India Under-served,1
15.615,1.13,8.07,1.93,1.17,0.95,-0.0594000000000001,Minerva India Under-served,1
16.954,1.19,8.11,2.09,1.26,0.96,-0.0594000000000001,Minerva India Under-served,1
7.065,1.3,5.2,1.36,0.54,1.03,-0.362500000000001,Minerva India Under-served,1
4.853,1.2,4.8,1.01,0.39,1.03,-0.362500000000001,Minerva India Under-served,1
1.176,0.599999999999998,6.18,0.19,0.13,0.97,-0.5884,Minerva India Under-served,1
-0.152999999999999,0.0200000000000014,6.45,-0.02,0.24,0.9,-0.352600000000001,Minerva India Under-served,1
-0.329999999999998,-0.390000000000001,6.44,-0.05,0.34,0.8,-0.3525,Minerva India Under-served,1
1.232,-0.27,6.49,0.19,0.44,0.81,-0.3525,Minerva India Under-served,1
-4.731,0.899999999999999,8.23,-0.57,0.01,0.81,-0.352600000000001,Minerva India Under-served,1
-9.325,0.130000000000001,7.32,-1.27,-0.37,0.8,-0.352600000000001,Minerva India Under-served,1
-11.844,-0.25,8.13,-1.46,-0.44,0.72,-0.352600000000001,Minerva India Under-served,1
-12.532,-0.65,7.96,-1.57,-0.58,0.71,-0.352600000000001,Minerva India Under-served,1
-14.817,-0.460000000000001,7.47,-1.98,-0.82,0.76,-0.352600000000001,Minerva India Under-served,1
-19.511,-1.2,6.67,-2.93,-1.08,0.77,-0.352600000000001,Minerva India Under-served,1
-19.449,-1.19,6.89,-2.82,-0.62,0.65,-4.2312,Minerva India Under-served,1
-18.856,0.41,7.43,-2.54,-0.54,0.72,-4.2312,Minerva India Under-served,1
-15.984,0.99,7.03,-2.27,-0.6,0.79,-4.2312,Minerva India Under-served,1
-11.265,-0.190000000000001,7.37,-1.53,-0.41,0.74,-1.885,Minerva India Under-served,1
-9.88,-1.23,7.47,-1.32,-0.48,0.69,1.666,Minerva India Under-served,1
-8.19,0.890000000000001,8.26,-0.99,-0.43,0.86,1.666,Minerva India Under-served,1
-6.025,1.16,7.35,-0.82,-0.39,0.94,2.0965,Minerva India Under-served,1
-5.007,1.03,7.31,-0.68,-0.32,0.93,1.1927,Minerva India Under-served,1
-7.317,1.12,8.82,-0.83,-0.45,0.87,0.0623999999999993,Minerva India Under-served,1
-4.069,2.26,9.6,-0.42,-0.19,0.93,0.0623999999999993,Minerva India Under-served,1
-4.074,2.14,9.61,-0.42,-0.28,0.97,-2.4004,Minerva India Under-served,1
5.993,2.83,12.53,0.48,0.51,0.89,1.16,Minerva India Under-served,1
0.975,2.33,13.65,0.07,0.12,0.81,1.16,Minerva India Under-served,1
-2.904,1.89,13.68,-0.21,-0.27,0.76,1.16,Minerva India Under-served,1
-1.99,2.08,13.63,-0.15,-0.29,0.78,-0.5547,Minerva India Under-served,1
-7.756,2.72,14.24,-0.54,-0.7,0.77,-3.9624,Minerva India Under-served,1
-9.673,3.06,14.16,-0.68,-0.62,0.85,-3.9624,Minerva India Under-served,1
-13.458,1.39,13.58,-0.99,-1.09,0.72,-3.9624,Minerva India Under-served,1
-11.22,1.02,13.43,-0.84,-0.77,0.7,-2.4851,Minerva India Under-served,1
-14.674,1.71,13.72,-1.07,-1.09,0.73,-2.4851,Minerva India Under-served,1
-10.599,3.45,12.64,-0.84,-0.98,0.93,-9.8705,Minerva India Under-served,1
-12.7,1.98,11.85,-1.07,-1.35,0.84,-10.477,Minerva India Under-served,1
-7.244,6.67,14.76,-0.49,-0.53,1.01,-9.7841,Minerva India Under-served,1
-22.559,6.66,12.86,-1.75,-1.96,1.15,-9.7841,Minerva India Under-served,1
-19.797,7.08,12.45,-1.59,-1.76,1.23,-9.0353,Minerva India Under-served,1
-17.494,7.16,12.58,-1.39,-1.55,1.23,-7.836,Minerva India Under-served,1
-12.241,8.47,14.44,-0.85,-1.09,1.23,-7.5829,Minerva India Under-served,1
-7.813,7.34,13.82,-0.57,-0.62,1.17,-7.5829,Minerva India Under-served,1
-11.279,9.28,15.07,-0.75,-0.52,1.25,-9.6069,Minerva India Under-served,1
-10.15,9.65,15.37,-0.66,-0.49,1.24,-9.0105,Minerva India Under-served,1
-10.344,9.65,15.37,-0.67,-0.48,1.24,-9.0105,Minerva India Under-served,1
-4.274,10.94,16.14,-0.26,0.12,1.27,-6.7687,Minerva India Under-served,1
4.132,11.59,16.82,0.25,0.6,1.28,-6.7687,Minerva India Under-served,1
10.671,12.17,17.55,0.61,0.99,1.3,-6.7687,Minerva India Under-served,1
2.519,11.17,16.16,0.16,0.45,1.28,-6.7687,Minerva India Under-served,1
2.151,11.52,16.28,0.13,0.46,1.29,-6.7687,Minerva India Under-served,1
5.487,10.93,15.98,0.34,0.48,1.26,-6.7687,Minerva India Under-served,1
1.192,10.35,16.62,0.07,0.05,1.23,-6.7687,Minerva India Under-served,1
1.045,10.1,16.55,0.06,0.07,1.22,-6.8601,Minerva India Under-served,1
-2.809,9.62,17.19,-0.16,-0.4,1.19,-6.6411,Minerva India Under-served,1
13.13,6.25,15.52,0.85,0.51,1.04,-3.1893,Minerva India Under-served,1
11.321,6.1,15.48,0.73,0.78,0.98,-3.1894,Minerva India Under-served,1
18.326,5.96,15.42,1.19,1.3,0.93,,Minerva India Under-served,1
27.563,6.18,18.17,1.52,2.68,0.7,,Minerva India Under-served,1
52.409,11.99,26.96,1.94,5.06,0.36,,Minerva India Under-served,1
54.701,12.37,27.05,2.02,4.95,0.44,,Minerva India Under-served,1
54.021,12.47,27.23,1.98,5.49,0.33,,Minerva India Under-served,1
68.58,9.93,25.16,2.73,5.85,0.35,,Minerva India Under-served,1
44.81,15.83,27.33,1.64,3.8,0.6,,Minerva India Under-served,1
62.086,16.87,26.87,2.31,4.21,0.73,,Minerva India Under-served,1
53.226,17.92,26.97,1.97,3.48,0.87,,Minerva India Under-served,1
56.164,19.09,25.86,2.17,3.0,1.45,-3.3367,Minerva India Under-served,1
69.842,19.07,25.79,2.71,3.41,1.49,-3.3367,Minerva India Under-served,1
76.718,18.65,25.68,2.99,3.9,1.42,-3.3367,Minerva India Under-served,1
59.823,21.43,26.67,2.24,3.58,1.91,-2.3196,Minerva India Under-served,1
46.889,19.09,25.51,1.84,3.56,1.61,2.5702,Minerva India Under-served,1
20.563,8.33,16.71,1.23,1.53,1.1,2.5703,Minerva India Under-served,1
15.086,6.56,15.84,0.95,1.23,0.97,2.5703,Minerva India Under-served,1
13.216,7.61,15.98,0.83,1.16,1.07,2.5703,Minerva India Under-served,1
11.623,7.04,16.29,0.71,1.0,1.0,2.7859,Minerva India Under-served,1
25.802,4.67,13.43,1.92,1.91,0.98,2.5398,Minerva India Under-served,1
14.521,4.18,11.82,1.23,1.15,1.02,2.5398,Minerva India Under-served,1
13.219,4.42,11.9,1.11,1.09,1.04,2.1783,Minerva India Under-served,1
13.973,4.4,11.91,1.17,1.13,1.04,1.2336,Minerva India Under-served,1
5.346,1.89,10.04,0.53,0.46,0.92,0.705699999999998,Minerva India Under-served,1
1.265,1.56,8.34,0.15,0.13,0.97,0.1579,Minerva India Under-served,1
-0.48,0.23,9.24,-0.05,0.12,0.84,-0.1592,Minerva India Under-served,1
-0.837,3.2,9.29,-0.09,-0.09,1.04,-0.1593,Minerva India Under-served,1
3.858,5.27,9.38,0.41,0.06,1.23,-0.1592,Minerva India Under-served,1
7.289,5.17,10.55,0.69,0.53,1.13,-0.1592,Minerva India Under-served,1
12.176,4.32,10.11,1.2,0.91,1.04,-0.1592,Minerva India Under-served,1
14.763,4.65,9.47,1.56,1.12,1.14,-0.1592,Minerva India Under-served,1
9.641,2.81,9.73,0.99,0.84,0.95,-0.1592,Minerva India Under-served,1
2.554,0.74,12.99,0.2,1.0,0.59,0.5602,Minerva India Under-served,1
5.401,0.51,13.06,0.41,1.67,0.46,0.7366,Minerva India Under-served,1
-2.642,2.76,13.98,-0.19,1.38,0.44,-0.4434,Minerva India Under-served,1
10.132,-5.57,9.59,1.06,0.71,0.62,12.282,Minerva India Under-served,2
10.027,-5.61,9.6,1.04,0.78,0.62,11.8681,Minerva India Under-served,2
10.256,-5.61,9.61,1.07,0.83,0.62,10.5736,Minerva India Under-served,2
10.802,-5.51,9.53,1.13,0.82,0.63,10.5736,Minerva India Under-served,2
