Annualized Excess Return %,Annualized Excess Volatility %,Tracking Error,Information Ratio,Alpha,Beta,Max Excess Dd,Statistical Factors,Rank,Rank_nr,Holding Yrs
-11.676,7.75,10.2,-1.14,-1.23,1.33,-11.5648,V,1Q,1,2
-5.671,5.8,7.52,-0.75,-0.48,1.26,-7.1734,V,1Q,1,2
-6.896,3.68,6.25,-1.1,-0.59,1.15,-4.2103,V,1Q,1,2
-5.572,3.01,5.21,-1.07,-0.45,1.14,-3.0774,V,1Q,1,2
2.656,-2.64,6.47,0.41,0.39,0.73,5.1786,V,1Q,1,2
17.35,6.39,9.39,1.85,0.37,1.43,-2.1513,V,1Q,1,2
7.311,6.26000000000001,9.02,0.81,0.31,1.2,-4.709,VG,1Q,1,1
0.982000000000001,7.04,8.98,0.11,-0.26,1.26,-5.58470000000001,VG,1Q,1,1
1.059,-0.24,4.37,0.24,0.16,0.92,-0.819700000000001,VG,1Q,1,1
4.756,1.08,5.06,0.94,0.33,1.02,0.191799999999997,VG,1Q,1,1
4.452,0.710000000000001,4.0,1.11,0.38,1.01,0.672499999999999,VG,1Q,1,1
1.599,2.4,4.52,0.35,0.21,1.12,-0.845700000000001,VG,1Q,1,1
-0.234,2.49,4.04,-0.06,-0.03,1.13,-1.171,VG,1Q,1,1
-3.154,4.07,5.36,-0.59,-0.39,1.22,-3.2832,VG,1Q,1,1
-2.51,4.01,5.17,-0.49,-0.19,1.2,-3.1159,VG,1Q,1,1
-1.598,3.7,4.63,-0.35,-0.14,1.18,-3.0363,VG,1Q,1,1
0.092,3.18,4.25,0.02,0.02,1.15,-2.1725,VG,1Q,1,1
1.227,0.959999999999999,4.3,0.29,-0.01,1.02,-2.1684,VG,1Q,1,1
0.81,3.7,4.62,0.18,0.15,1.18,-0.632100000000001,VG,1Q,1,1
-2.109,2.2,3.29,-0.64,-0.12,1.11,-0.1754,VG,1Q,1,1
-3.137,1.84,3.54,-0.89,-0.46,1.11,-0.2316,VG,1Q,1,1
-0.466000000000001,3.49,3.92,-0.12,-0.46,1.28,-2.018,VG,1Q,1,1
-2.551,3.08,3.8,-0.67,-0.62,1.24,-0.878500000000001,VG,1Q,1,1
-2.211,1.16,2.89,-0.77,0.07,1.06,-3.7336,VG,1Q,1,1
-2.949,4.06,5.38,-0.55,-0.13,1.19,-3.892,VG,1Q,1,1
-2.521,6.19,7.45,-0.34,-0.45,1.25,-5.3718,VG,1Q,1,1
-3.286,8.7,10.27,-0.32,-0.29,1.35,-6.0287,VG,1Q,1,1
-2.885,9.24,10.59,-0.27,-0.47,1.38,-6.7683,VG,1Q,1,1
5.458,1.35,2.65,2.06,0.28,1.07,0.7858,VG,1Q,1,1
1.443,-0.99,4.22,0.34,0.64,0.8,-1.2485,VG,1Q,1,1
3.632,-1.0,4.78,0.76,0.6,0.77,0.459399999999999,VG,1Q,1,1
8.532,-0.4,4.75,1.8,0.81,0.83,0.3056,VG,1Q,1,1
7.448,3.42,3.86,1.93,0.29,1.31,-3.2301,VG,1Q,1,1
9.252,3.96,4.65,1.99,0.61,1.35,-2.5115,VG,1Q,1,1
16.777,3.56,5.23,3.21,0.67,1.32,-1.7811,VG,1Q,1,1
12.777,2.54,4.2,3.04,0.52,1.23,-1.4768,VG,1Q,1,1
5.844,2.51,4.45,1.31,0.22,1.23,-1.5872,VG,1Q,1,1
4.446,2.52,4.27,1.04,0.05,1.25,-1.6469,VG,1Q,1,1
5.463,2.63,4.26,1.28,0.1,1.28,-1.1958,VG,1Q,1,1
9.219,2.18,3.3,2.79,0.17,1.27,-0.8598,VG,1Q,1,1
8.095,1.82,3.62,2.24,0.44,1.17,0.4922,VG,1Q,1,1
3.493,2.85,4.55,0.77,-0.04,1.31,-0.2354,VG,1Q,1,1
3.999,2.6,3.54,1.13,-0.23,1.38,-0.609,VG,1Q,1,1
4.733,3.84,4.73,1.0,-0.7,1.69,-1.0117,VG,1Q,1,1
3.971,1.3,2.81,1.41,0.02,1.13,-0.8681,VG,1Q,1,1
1.856,1.63,3.52,0.53,-0.04,1.1,-1.228,VG,1Q,1,1
-1.169,1.43,3.3,-0.35,-0.12,1.08,-1.3887,VG,1Q,1,1
-0.777999999999999,0.81,2.55,-0.31,-0.1,1.05,0.494399999999999,VG,1Q,1,1
5.814,0.52,2.16,2.69,0.13,1.03,-0.326000000000001,VG,1Q,1,1
4.045,-0.0399999999999991,2.99,1.35,0.39,0.94,-0.2454,VG,1Q,1,1
10.044,-0.0400000000000009,2.94,3.42,0.66,0.94,0.100399999999999,VG,1Q,1,1
11.995,0.32,4.43,2.71,0.8,0.91,-0.253500000000001,VG,1Q,1,1
10.302,0.35,4.29,2.4,1.01,0.93,0.0223999999999993,VG,1Q,1,1
4.901,2.31,3.14,1.56,-0.31,1.42,-0.2659,VCG,1Q,1,1
3.679,0.99,2.43,1.51,0.01,1.09,-0.6604,VCG,1Q,1,1
0.582000000000001,0.89,2.46,0.24,0.06,1.06,-0.6706,VCG,1Q,1,1
3.287,0.75,2.33,1.41,0.13,1.04,-0.5846,VCG,1Q,1,1
-4.966,0.970000000000001,2.66,-1.87,-0.19,1.05,-2.8624,VCG,1Q,1,1
-3.342,3.54,4.87,-0.69,-0.13,1.16,-3.9968,VCG,1Q,1,1
-5.328,4.64,5.49,-0.97,-0.46,1.19,-4.8501,VCG,1Q,1,1
-5.279,6.27,7.34,-0.72,-0.46,1.26,-5.0326,VCG,1Q,1,1
-6.808,6.47,7.67,-0.89,-0.59,1.27,-5.376,VCG,1Q,1,1
-9.498,7.26,8.22,-1.16,-1.03,1.3,-6.6263,VCG,1Q,1,1
-3.157,5.83,6.79,-0.46,-0.52,1.23,-4.95010000000001,VCG,1Q,1,1
-4.924,5.92,7.83,-0.63,-0.61,1.22,-5.975,VCG,1Q,1,1
-0.540000000000001,5.35,8.01,-0.07,-0.06,1.19,-5.4474,VCG,1Q,1,1
2.26,7.45,9.74,0.23,-0.01,1.25,-6.3682,VCG,1Q,1,1
7.302,5.69,8.3,0.88,0.07,1.19,-5.533,VCG,1Q,1,1
11.701,7.05,9.11,1.28,-0.34,1.26,-4.8473,VCG,1Q,1,1
33.006,3.85,10.31,3.2,1.38,1.07,-3.1293,VCG,1Q,1,1
26.448,3.44,10.74,2.46,1.59,0.99,-4.5951,VCG,1Q,1,1
31.287,2.95,10.56,2.96,1.69,0.96,-4.8326,VCG,1Q,1,1
24.243,2.31,10.38,2.34,1.76,0.92,1.3996,VCG,1Q,1,1
22.06,2.12,9.32,2.37,1.51,0.95,1.6959,VCG,1Q,1,1
13.615,4.34,10.75,1.27,1.06,1.06,2.1265,VCG,1Q,1,1
17.796,5.25,11.06,1.61,0.92,1.1,0.6372,VCG,1Q,1,1
-1.143,9.64,10.71,-0.11,-0.46,1.39,-7.1319,VG,1Q,1,1
-2.086,6.02,7.85,-0.27,-0.58,1.23,-4.341,VG,1Q,1,1
-5.129,1.94,2.6,-1.97,-0.6,1.15,-1.3962,VCG,1Q,1,1
7.509,3.68,6.72,1.12,0.16,1.12,-4.623,VG,1Q,1,1
-2.53,1.82,2.72,-0.93,-0.4,1.14,-0.9952,VCG,1Q,1,1
-0.936999999999999,2.61,3.38,-0.28,-0.18,1.14,-0.162800000000001,VCG,1Q,1,1
1.986,0.31,2.02,0.98,0.19,0.99,0.8528,VCG,1Q,1,1
4.986,-0.0800000000000001,1.83,2.72,0.21,0.96,0.132899999999999,VCG,1Q,1,1
4.807,-0.539999999999999,2.91,1.65,0.52,0.89,0.332599999999999,VCG,1Q,1,1
6.74,-0.56,2.9,2.32,0.58,0.89,0.174899999999999,VCG,1Q,1,1
10.063,-0.43,3.74,2.69,0.85,0.87,0.2843,VCG,1Q,1,1
8.056,-0.109999999999999,3.84,2.1,0.76,0.9,0.2226,VCG,1Q,1,1
8.624,-0.99,4.12,2.09,0.92,0.8,0.423999999999999,VCG,1Q,1,1
5.488,-1.0,3.58,1.53,0.54,0.83,0.540799999999999,VCG,1Q,1,1
2.559,-0.859999999999999,3.77,0.68,0.58,0.83,0.444699999999999,VCG,1Q,1,1
2.516,0.399999999999999,3.67,0.69,0.09,0.99,-1.6503,VCG,1Q,1,1
0.116,-0.0500000000000007,3.58,0.03,-0.01,0.96,-1.4153,VCG,1Q,1,1
1.835,1.06,3.93,0.47,0.16,1.04,-0.0779000000000032,VCG,1Q,1,1
4.957,1.58,4.75,1.04,0.38,1.06,0.2501,VCG,1Q,1,1
3.117,1.77,3.58,0.87,0.16,1.09,0.345499999999998,VCG,1Q,1,1
0.978999999999999,2.83,3.95,0.25,-0.05,1.16,-1.423,VCG,1Q,1,1
-0.00500000000000078,3.31,4.5,0.0,-0.23,1.18,-1.8468,VCG,1Q,1,1
-1.891,3.6,4.77,-0.4,-0.21,1.18,-2.2325,VCG,1Q,1,1
-1.67,3.67,4.69,-0.36,-0.13,1.18,-2.7741,VCG,1Q,1,1
-1.925,3.15,4.09,-0.47,-0.15,1.15,-1.6709,VCG,1Q,1,1
-1.39,1.8,2.6,-0.53,-0.05,1.09,-0.689400000000003,VCG,1Q,1,1
3.296,2.7,3.67,0.9,0.15,1.14,0.0635000000000012,VCG,1Q,1,1
-1.739,2.14,3.2,-0.54,-0.34,1.14,-0.0670000000000002,VCG,1Q,1,1
16.395,7.72,10.71,1.53,0.28,1.53,-6.081,V,1Q,1,2
2.206,0.31,2.43,0.91,0.16,1.0,-0.9579,C,1Q,1,2
1.785,-0.27,3.47,0.51,0.17,0.96,-0.723200000000002,VCG,1Q,1,2
2.81,2.0,4.32,0.65,0.21,1.1,-1.8737,VCG,1Q,1,2
7.911,2.22,5.21,1.52,0.53,1.1,-1.8259,VCG,1Q,1,2
4.473,1.93,4.83,0.93,0.29,1.09,-1.3992,VCG,1Q,1,2
5.873,2.18,4.97,1.18,0.38,1.1,-1.9354,VCG,1Q,1,2
4.187,2.62,4.74,0.88,0.17,1.16,-2.2796,VCG,1Q,1,2
2.874,2.65,4.47,0.64,0.11,1.17,-2.7163,VCG,1Q,1,2
4.024,2.1,3.97,1.01,0.22,1.13,-1.7983,VCG,1Q,1,2
2.361,1.35,3.18,0.74,0.14,1.08,-1.2274,VCG,1Q,1,2
4.793,4.0,7.01,0.68,0.06,1.24,-1.0906,V,1Q,1,2
2.066,3.1,5.56,0.37,-0.09,1.22,-2.1737,V,1Q,1,2
3.537,5.83,7.64,0.46,-0.19,1.54,-10.0532,V,1Q,1,2
7.905,6.96,9.48,0.83,0.0,1.5,-10.4348,V,1Q,1,2
1.655,1.21,3.26,0.51,0.0,1.07,-2.202,VCG,1Q,1,2
0.988,0.840000000000002,3.28,0.3,0.1,1.03,-2.4726,VCG,1Q,1,2
3.235,1.64,4.31,0.75,0.23,1.07,-1.4239,VCG,1Q,1,2
2.192,0.869999999999999,3.53,0.62,0.03,1.03,-2.4531,VCG,1Q,1,2
-3.84,4.84,6.14,-0.63,-0.29,1.22,-5.6578,VCG,1Q,1,2
-2.276,3.81,4.84,-0.47,-0.27,1.17,-4.3421,VCG,1Q,1,2
-2.322,2.76,3.98,-0.58,-0.25,1.12,-3.8652,VCG,1Q,1,2
4.471,3.84,5.73,0.78,0.13,1.16,-5.0439,VCG,1Q,1,2
1.702,4.43,6.87,0.25,-0.11,1.18,-6.128,VCG,1Q,1,2
6.68,4.68,6.99,0.96,0.04,1.2,-5.43,VCG,1Q,1,2
5.241,4.92,7.18,0.73,-0.17,1.21,-5.5829,VCG,1Q,1,2
5.875,4.23,6.68,0.88,0.12,1.18,-4.6553,VCG,1Q,1,2
5.906,3.65,6.26,0.94,0.35,1.15,-3.9968,VCG,1Q,1,2
4.175,3.55,6.18,0.68,0.11,1.15,-4.8501,VCG,1Q,1,2
5.089,4.7,7.17,0.71,0.07,1.21,-5.0326,VCG,1Q,1,2
3.762,4.76,7.11,0.53,-0.02,1.21,-5.376,VCG,1Q,1,2
0.868000000000002,5.15,8.54,0.1,-0.23,1.21,-6.6263,VCG,1Q,1,2
5.649,4.37,7.1,0.8,0.1,1.19,-4.95010000000001,VCG,1Q,1,2
2.357,0.0300000000000002,3.22,0.73,0.38,0.9,0.3682,VCG,1Q,1,2
1.836,1.37,3.73,0.49,0.08,1.07,-1.1431,VCG,1Q,1,2
-1.235,3.23,5.73,-0.22,-0.17,1.13,-4.77520000000001,VCG,1Q,1,2
0.981,0.860000000000001,3.83,0.26,0.12,1.03,-0.0779000000000032,VCG,1Q,1,2
-5.431,12.3,16.04,-0.34,-0.91,1.38,-9.7173,V,1Q,1,1
10.716,15.59,19.33,0.55,-0.69,1.52,-8.2331,V,1Q,1,1
72.284,18.39,24.55,2.94,2.46,1.61,-15.7827,V,1Q,1,1
73.789,16.51,23.86,3.09,2.42,1.44,-17.3569,V,1Q,1,1
53.484,14.46,21.94,2.44,2.27,1.36,-16.2307,V,1Q,1,1
0.509,1.2,3.67,0.14,-0.02,1.05,-1.508,VCG,1Q,1,2
-5.505,1.3,7.69,-0.72,-0.44,1.01,-3.3401,V,1Q,1,1
17.775,2.87,9.5,1.87,1.31,1.01,2.3969,V,1Q,1,1
0.167999999999999,1.92,8.32,0.02,0.49,0.98,2.1041,V,1Q,1,1
14.884,8.5,11.7,1.27,0.28,1.44,0.5199,V,1Q,1,1
-6.243,12.92,14.59,-0.43,-1.08,1.48,-9.85400000000001,V,1Q,1,1
31.657,13.25,18.26,1.73,0.44,1.56,-3.0425,V,1Q,1,1
4.127,0.670000000000002,6.85,0.6,0.24,0.99,-1.6183,V,1Q,1,1
-3.935,-1.57,6.34,-0.62,0.35,0.7,-0.1048,V,1Q,1,1
30.154,9.87,16.98,1.78,1.37,1.2,-4.4313,V,1Q,1,1
-3.014,4.66,6.23,-0.48,-0.24,1.21,-5.42870000000001,VCG,1Q,1,2
-0.792,3.41,4.8,-0.16,-0.19,1.15,-3.7702,VCG,1Q,1,2
-8.375,4.84,7.3,-1.15,-0.53,1.2,-3.8805,V,1Q,1,1
-0.574,2.74,4.87,-0.12,-0.07,1.13,-4.33770000000001,VCG,1Q,1,2
-9.331,14.11,16.17,-0.58,-0.95,1.54,-9.3565,V,1Q,1,1
-7.766,19.23,20.95,-0.37,-0.86,1.77,-11.0066,V,1Q,1,1
-14.909,21.07,23.02,-0.65,-1.8,1.82,-16.3939,V,1Q,1,1
1.693,0.469999999999999,4.04,0.42,0.13,0.99,0.2501,VCG,1Q,1,2
-8.971,11.61,13.26,-0.68,-1.31,1.45,-8.828,V,1Q,1,1
-7.042,15.98,17.74,-0.4,-0.7,1.64,-9.0134,V,1Q,1,1
-1.435,0.290000000000003,4.59,-0.31,-0.08,0.99,-3.5296,C,2Q,2,3
4.077,0.720000000000001,4.76,0.86,0.25,1.0,-4.09990000000001,C,2Q,2,3
2.87,-0.16,2.19,1.31,0.21,0.97,0.5229,C,2Q,2,3
4.593,0.0300000000000011,3.32,1.38,0.32,0.97,0.617899999999999,C,2Q,2,3
3.153,-0.5,3.94,0.8,0.43,0.92,-4.3671,C,2Q,2,3
-1.03,0.559999999999999,3.46,-0.3,-0.13,1.01,-3.6721,C,2Q,2,3
-2.96,0.669999999999998,3.68,-0.8,-0.31,1.02,-3.941,C,2Q,2,3
-1.631,0.73,3.59,-0.45,-0.17,1.02,-3.6764,C,2Q,2,3
-2.009,0.41,3.23,-0.62,-0.08,1.01,-3.0041,C,2Q,2,3
-2.362,0.260000000000002,3.59,-0.66,-0.23,1.0,-3.6962,C,2Q,2,3
-0.265000000000001,0.91,3.54,-0.07,-0.07,1.03,-3.5296,C,2Q,2,3
-0.535,0.379999999999999,3.62,-0.15,-0.02,1.0,-2.6931,C,2Q,2,3
-0.125,1.32,3.57,-0.04,-0.03,1.05,-3.5516,C,2Q,2,3
1.37,1.68,3.59,0.38,0.04,1.08,-4.0092,C,2Q,2,3
-0.997999999999999,0.690000000000001,3.89,-0.26,-0.08,1.02,-3.432,C,2Q,2,3
1.094,0.759999999999998,3.77,0.29,0.06,1.02,-3.40900000000001,C,2Q,2,3
-1.699,0.349999999999998,3.89,-0.44,-0.07,1.0,-3.30730000000001,C,2Q,2,3
-1.819,0.859999999999999,3.26,-0.56,-0.12,1.03,-3.7228,C,2Q,2,3
-0.981,0.969999999999999,4.33,-0.23,-0.12,1.03,-4.2701,C,2Q,2,3
2.029,0.529999999999999,2.2,0.92,0.13,1.03,0.316299999999998,C,2Q,2,3
0.805,-0.109999999999999,2.31,0.35,0.08,0.97,0.557799999999997,C,2Q,2,3
-0.112,-0.540000000000001,6.28,-0.02,0.18,0.83,0.453199999999999,V,2Q,2,1
3.476,0.0599999999999987,4.05,0.86,0.19,0.96,0.113699999999998,VG,2Q,2,2
4.494,0.33,4.79,0.94,0.31,0.97,-0.259300000000003,VG,2Q,2,2
1.162,1.33,4.59,0.25,0.06,1.05,-1.9449,VG,2Q,2,2
1.104,1.69,4.15,0.27,0.02,1.08,-1.9286,VG,2Q,2,2
5.564,2.57,5.44,1.02,0.34,1.12,-2.0902,VG,2Q,2,2
3.33,2.37,4.95,0.67,0.33,1.12,-2.1438,VG,2Q,2,2
1.813,0.880000000000001,2.32,0.78,0.11,1.07,-0.2331,C,2Q,2,3
2.63,0.43,2.28,1.15,0.2,1.02,-0.249300000000002,C,2Q,2,3
3.205,1.15,2.69,1.19,0.13,1.08,-0.782300000000003,C,2Q,2,3
1.518,0.84,2.23,0.68,0.09,1.06,-0.219600000000003,C,2Q,2,3
1.97,0.860000000000001,2.29,0.86,0.1,1.06,-0.588100000000001,C,2Q,2,3
2.804,1.05,2.59,1.08,0.13,1.07,0.116999999999997,C,2Q,2,3
3.881,0.790000000000001,2.6,1.49,0.23,1.04,-0.119400000000002,C,2Q,2,3
1.268,0.440000000000001,2.02,0.63,0.1,1.02,-0.035300000000003,C,2Q,2,3
-1.616,0.120000000000001,4.47,-0.36,-0.08,0.98,-3.1067,C,2Q,2,3
1.528,0.41,2.44,0.63,0.09,1.01,0.576799999999999,C,2Q,2,3
0.860999999999999,-0.280000000000001,2.26,0.38,0.12,0.96,1.2164,C,2Q,2,3
3.475,1.29,2.57,1.35,0.16,1.1,-0.257900000000003,C,2Q,2,3
2.485,0.73,4.88,0.51,0.2,1.01,-4.1347,C,2Q,2,3
0.717,1.41,3.68,0.19,-0.14,1.08,-2.5481,VG,2Q,2,2
1.149,2.12,4.89,0.23,-0.01,1.09,-5.069,C,2Q,2,3
-3.532,4.85,7.92,-0.45,-0.31,1.2,-7.7753,V,2Q,2,3
-5.922,1.91,6.69,-0.89,-0.51,1.04,-5.3364,V,2Q,2,3
2.876,2.86,6.11,0.47,0.14,1.11,-5.52480000000001,V,2Q,2,3
-1.611,3.96,6.81,-0.24,-0.25,1.17,-5.2208,V,2Q,2,3
-6.343,-1.84,7.3,-0.87,-0.3,0.83,-2.89680000000001,V,2Q,2,3
-2.798,-0.510000000000002,6.44,-0.43,-0.22,0.92,-3.6459,V,2Q,2,3
-1.082,1.92,5.6,-0.19,-0.12,1.06,-4.34500000000001,V,2Q,2,3
-4.67,1.5,5.54,-0.84,-0.44,1.04,-4.2494,V,2Q,2,3
-3.666,2.97,6.34,-0.58,-0.32,1.12,-3.2948,V,2Q,2,3
-4.99,2.54,6.19,-0.81,-0.47,1.09,-2.9733,V,2Q,2,3
11.092,11.93,18.38,0.6,0.56,1.36,-11.6308,V,2Q,2,3
8.777,10.32,17.47,0.5,0.49,1.26,-10.637,V,2Q,2,3
5.698,10.69,17.73,0.32,0.65,1.28,-11.4616,V,2Q,2,3
10.486,11.85,19.32,0.54,0.62,1.29,-12.8609,V,2Q,2,3
4.096,2.54,7.55,0.54,0.22,1.04,-0.823200000000003,V,2Q,2,3
5.322,0.379999999999999,7.31,0.73,0.54,0.85,2.1141,V,2Q,2,3
5.104,-0.220000000000001,9.63,0.53,0.65,0.67,5.9981,V,2Q,2,3
3.082,-0.41,7.41,0.42,0.33,0.78,3.7454,V,2Q,2,3
-2.563,-0.229999999999999,4.65,-0.55,-0.19,0.91,1.3747,V,2Q,2,3
-3.144,-0.949999999999999,5.53,-0.57,-0.07,0.85,-1.42460000000001,V,2Q,2,3
-6.892,2.84,7.38,-0.93,-0.67,1.09,-3.7107,V,2Q,2,3
-2.718,6.41,8.79,-0.31,-0.42,1.29,-7.4801,V,2Q,2,3
-0.26,5.51,7.88,-0.03,-0.22,1.25,-6.7118,V,2Q,2,3
-2.258,6.0,9.76,-0.23,-0.4,1.24,-7.4168,V,2Q,2,3
-0.451000000000001,9.19,12.5,-0.04,-0.44,1.39,-12.1918,V,2Q,2,3
7.069,3.46,6.33,1.12,0.48,1.17,-3.7428,VG,2Q,2,2
6.342,3.01,5.52,1.15,0.41,1.15,-3.5526,VG,2Q,2,2
6.405,2.05,5.03,1.27,0.4,1.09,-3.1715,VG,2Q,2,2
6.016,3.22,5.51,1.09,0.25,1.19,-3.7779,VG,2Q,2,2
0.128,2.43,3.81,0.03,-0.09,1.16,-2.9472,VG,2Q,2,2
1.129,1.83,3.47,0.33,0.09,1.12,-2.4312,VG,2Q,2,2
0.888000000000002,1.94,3.38,0.26,-0.01,1.13,-2.7319,VG,2Q,2,2
0.295999999999999,0.600000000000001,3.65,0.08,0.07,0.99,-1.1531,VG,2Q,2,2
3.493,1.4,3.66,0.95,0.14,1.09,-3.2548,VG,2Q,2,2
3.373,0.52,3.69,0.91,0.58,0.94,-4.8038,VG,2Q,2,2
3.036,1.45,4.89,0.62,0.11,1.05,-3.9036,C,2Q,2,3
6.495,0.69,3.92,1.66,0.55,0.96,0.223899999999999,VG,2Q,2,2
6.362,0.79,3.8,1.67,0.56,0.98,0.208399999999999,VG,2Q,2,2
6.626,1.36,3.77,1.76,0.4,1.07,0.281599999999999,VG,2Q,2,2
6.542,0.73,3.55,1.84,0.43,0.99,0.533299999999999,VG,2Q,2,2
6.105,0.53,2.91,2.1,0.48,1.0,0.5366,VG,2Q,2,2
9.544,1.24,3.11,3.07,0.49,1.09,-0.0736000000000008,VG,2Q,2,2
7.286,1.48,3.46,2.11,0.34,1.11,0.1875,VG,2Q,2,2
8.516,2.43,3.94,2.16,0.24,1.27,-1.3152,VG,2Q,2,2
5.404,2.26,3.76,1.44,0.17,1.22,-1.6163,VG,2Q,2,2
2.31,-0.690000000000001,5.73,0.4,0.16,0.84,-0.235899999999999,V,2Q,2,1
-0.43,8.73,12.24,-0.04,-0.44,1.36,-9.94090000000001,V,2Q,2,3
4.293,0.13,3.3,1.3,0.4,0.92,0.2384,VG,2Q,2,2
7.671,0.94,6.59,1.16,0.7,0.86,-1.0636,V,2Q,2,1
3.879,5.01,7.01,0.55,0.13,1.33,-7.3622,G,2Q,2,3
10.981,2.28,9.85,1.11,1.35,0.72,-0.309100000000001,V,2Q,2,1
2.344,0.56,1.83,1.28,0.05,1.05,0.511799999999999,C,2Q,2,2
2.984,0.18,1.94,1.54,0.25,0.99,0.1355,C,2Q,2,2
2.685,0.28,2.06,1.3,0.2,1.0,0.138999999999999,C,2Q,2,2
3.875,0.0799999999999992,2.29,1.69,0.3,0.96,0.258599999999999,C,2Q,2,2
1.438,0.11,1.79,0.8,0.14,0.99,0.361599999999999,C,2Q,2,2
1.748,0.149999999999999,2.06,0.85,0.16,0.98,0.353199999999999,C,2Q,2,2
-0.136000000000001,-0.0600000000000005,2.21,-0.06,0.07,0.95,0.352699999999999,C,2Q,2,2
0.371,-0.34,2.19,0.17,0.14,0.91,0.0291999999999994,C,2Q,2,2
0.263,-0.24,2.1,0.13,0.02,0.95,-0.3848,C,2Q,2,2
2.703,0.42,2.26,1.2,0.21,1.02,-0.249300000000002,C,2Q,2,2
3.137,-0.00999999999999979,1.98,1.58,0.21,0.98,0.5229,C,2Q,2,2
3.707,0.649999999999999,2.93,1.27,0.27,1.03,0.617899999999999,C,2Q,2,2
