Date,Group,Portfolio Return,Peak,Drawdown
6/30/2014,S&P BSE Midcap,130.43,130.43,0.00
7/31/2014,S&P BSE Midcap,127.78,130.43,-0.02
8/31/2014,S&P BSE Midcap,129.32,130.43,-0.01
9/30/2014,S&P BSE Midcap,132.54,132.54,0.00
10/31/2014,S&P BSE Midcap,136.77,136.77,0.00
11/30/2014,S&P BSE Midcap,142.83,142.83,0.00
12/31/2014,S&P BSE Midcap,144.25,144.25,0.00
1/31/2015,S&P BSE Midcap,149.34,149.34,0.00
2/28/2015,S&P BSE Midcap,150.35,150.35,0.00
3/31/2015,S&P BSE Midcap,147.31,150.35,-0.02
4/30/2015,S&P BSE Midcap,144.86,150.35,-0.04
5/31/2015,S&P BSE Midcap,149.03,150.35,-0.01
6/30/2015,S&P BSE Midcap,148.53,150.35,-0.01
7/31/2015,S&P BSE Midcap,156.77,156.77,0.00
8/31/2015,S&P BSE Midcap,149.28,156.77,-0.05
9/30/2015,S&P BSE Midcap,150.18,156.77,-0.04
10/31/2015,S&P BSE Midcap,152.62,156.77,-0.03
11/30/2015,S&P BSE Midcap,152.76,156.77,-0.03
12/31/2015,S&P BSE Midcap,154.97,156.77,-0.01
1/31/2016,S&P BSE Midcap,144.87,156.77,-0.08
2/29/2016,S&P BSE Midcap,133.16,156.77,-0.15
3/31/2016,S&P BSE Midcap,147.68,156.77,-0.06
4/30/2016,S&P BSE Midcap,153.95,156.77,-0.02
5/31/2016,S&P BSE Midcap,158.07,158.07,0.00
6/30/2016,S&P BSE Midcap,162.95,162.95,0.00
7/31/2016,S&P BSE Midcap,176.08,176.08,0.00
8/31/2016,S&P BSE Midcap,183.81,183.81,0.00
9/30/2016,S&P BSE Midcap,183.11,183.81,0.00
10/31/2016,S&P BSE Midcap,187.37,187.37,0.00
11/30/2016,S&P BSE Midcap,173.82,187.37,-0.07
12/31/2016,S&P BSE Midcap,167.32,187.37,-0.11
1/31/2017,S&P BSE Midcap,178.81,187.37,-0.05
2/28/2017,S&P BSE Midcap,188.47,188.47,0.00
3/31/2017,S&P BSE Midcap,196.04,196.04,0.00
4/30/2017,S&P BSE Midcap,205.80,205.80,0.00
5/31/2017,S&P BSE Midcap,203.39,205.80,-0.01
6/30/2017,S&P BSE Midcap,203.66,205.80,-0.01
7/31/2017,S&P BSE Midcap,214.02,214.02,0.00
8/31/2017,S&P BSE Midcap,216.11,216.11,0.00
9/30/2017,S&P BSE Midcap,214.67,216.11,-0.01
10/31/2017,S&P BSE Midcap,230.69,230.69,0.00
11/30/2017,S&P BSE Midcap,235.27,235.27,0.00
12/31/2017,S&P BSE Midcap,247.16,247.16,0.00
1/31/2018,S&P BSE Midcap,241.48,247.16,-0.02
2/28/2018,S&P BSE Midcap,230.34,247.16,-0.07
3/31/2018,S&P BSE Midcap,221.99,247.16,-0.10
4/30/2018,S&P BSE Midcap,236.59,247.16,-0.04
5/31/2018,S&P BSE Midcap,222.70,247.16,-0.10
6/30/2018,S&P BSE Midcap,214.88,247.16,-0.13
7/31/2018,S&P BSE Midcap,222.70,247.16,-0.10
8/31/2018,S&P BSE Midcap,234.77,247.16,-0.05
9/30/2018,S&P BSE Midcap,205.31,247.16,-0.17
10/31/2018,S&P BSE Midcap,203.22,247.16,-0.18
11/30/2018,S&P BSE Midcap,209.15,247.16,-0.15
12/31/2018,S&P BSE Midcap,214.70,247.16,-0.13
1/31/2019,S&P BSE Midcap,201.64,247.16,-0.18
2/28/2019,S&P BSE Midcap,199.13,247.16,-0.19
3/31/2019,S&P BSE Midcap,215.28,247.16,-0.13
4/30/2019,S&P BSE Midcap,207.06,247.16,-0.16
5/31/2019,S&P BSE Midcap,209.94,247.16,-0.15
6/30/2019,S&P BSE Midcap,205.94,247.16,-0.17
7/31/2019,S&P BSE Midcap,189.74,247.16,-0.23
8/31/2019,S&P BSE Midcap,187.29,247.16,-0.24
9/30/2019,S&P BSE Midcap,196.15,247.16,-0.21
10/31/2019,S&P BSE Midcap,206.72,247.16,-0.16
11/30/2019,S&P BSE Midcap,209.79,247.16,-0.15
12/31/2019,S&P BSE Midcap,208.20,247.16,-0.16
1/31/2020,S&P BSE Midcap,215.03,247.16,-0.13
2/29/2020,S&P BSE Midcap,203.04,247.16,-0.18
3/31/2020,S&P BSE Midcap,147.00,247.16,-0.41
4/30/2020,S&P BSE Midcap,167.07,247.16,-0.32
5/31/2020,S&P BSE Midcap,164.70,247.16,-0.33
6/30/2020,S&P BSE Midcap,181.56,247.16,-0.27
7/31/2020,S&P BSE Midcap,191.35,247.16,-0.23
8/31/2020,S&P BSE Midcap,203.89,247.16,-0.18
9/30/2020,S&P BSE Midcap,204.50,247.16,-0.17
10/31/2020,S&P BSE Midcap,207.28,247.16,-0.16
11/30/2020,S&P BSE Midcap,234.36,247.16,-0.05
12/31/2020,S&P BSE Midcap,249.51,249.51,0.00
1/31/2021,S&P BSE Midcap,251.47,251.47,0.00
2/28/2021,S&P BSE Midcap,277.84,277.84,0.00
3/31/2021,S&P BSE Midcap,280.66,280.66,0.00
4/30/2021,S&P BSE Midcap,282.48,282.48,0.00
5/31/2021,S&P BSE Midcap,302.59,302.59,0.00
6/30/2021,S&P BSE Midcap,313.41,313.41,0.00
7/31/2021,S&P BSE Midcap,321.07,321.07,0.00
8/31/2021,S&P BSE Midcap,331.73,331.73,0.00
9/30/2021,S&P BSE Midcap,351.20,351.20,0.00
10/31/2021,S&P BSE Midcap,351.54,351.54,0.00
11/30/2021,S&P BSE Midcap,351.75,351.75,0.00
12/31/2021,S&P BSE Midcap,347.26,351.75,-0.01
1/31/2022,S&P BSE Midcap,342.29,351.75,-0.03
2/28/2022,S&P BSE Midcap,324.81,351.75,-0.08
3/31/2022,S&P BSE Midcap,335.27,351.75,-0.05
4/30/2022,S&P BSE Midcap,339.58,351.75,-0.03
5/31/2022,S&P BSE Midcap,321.86,351.75,-0.08
6/30/2022,S&P BSE Midcap,301.97,351.75,-0.14
7/31/2022,S&P BSE Midcap,334.48,351.75,-0.05
8/31/2022,S&P BSE Midcap,353.10,353.10,0.00
9/30/2022,S&P BSE Midcap,345.64,353.10,-0.02
10/31/2022,S&P BSE Midcap,352.67,353.10,0.00
11/30/2022,S&P BSE Midcap,360.90,360.90,0.00
12/31/2022,S&P BSE Midcap,352.05,360.90,-0.02
1/31/2023,S&P BSE Midcap,342.71,360.90,-0.05
2/28/2023,S&P BSE Midcap,335.97,360.90,-0.07
3/31/2023,S&P BSE Midcap,334.68,360.90,-0.07
4/30/2023,S&P BSE Midcap,354.52,360.90,-0.02
5/31/2023,S&P BSE Midcap,376.88,376.88,0.00
6/30/2023,S&P BSE Midcap,400.19,400.19,0.00
7/31/2023,S&P BSE Midcap,423.05,423.05,0.00
8/31/2023,S&P BSE Midcap,433.91,433.91,0.00
9/30/2023,S&P BSE Midcap,449.76,449.76,0.00
10/31/2023,S&P BSE Midcap,434.53,449.76,-0.03
11/30/2023,S&P BSE Midcap,476.40,476.40,0.00
12/31/2023,S&P BSE Midcap,512.32,512.32,0.00
1/31/2024,S&P BSE Midcap,539.24,539.24,0.00
2/29/2024,S&P BSE Midcap,547.20,547.20,0.00
3/31/2011,S&P BSE Smallcap,100.00,100.00,0.00
4/30/2011,S&P BSE Smallcap,97.96,100.00,-0.02
5/31/2011,S&P BSE Smallcap,92.57,100.00,-0.07
6/30/2011,S&P BSE Smallcap,91.68,100.00,-0.08
7/31/2011,S&P BSE Smallcap,93.35,100.00,-0.07
8/31/2011,S&P BSE Smallcap,80.16,100.00,-0.20
9/29/2011,S&P BSE Smallcap,77.34,100.00,-0.23
10/31/2011,S&P BSE Smallcap,78.39,100.00,-0.22
11/30/2011,S&P BSE Smallcap,68.53,100.00,-0.31
12/31/2011,S&P BSE Smallcap,62.38,100.00,-0.38
1/31/2012,S&P BSE Smallcap,72.65,100.00,-0.27
2/29/2012,S&P BSE Smallcap,77.11,100.00,-0.23
3/31/2012,S&P BSE Smallcap,74.51,100.00,-0.25
4/30/2012,S&P BSE Smallcap,76.03,100.00,-0.24
5/31/2012,S&P BSE Smallcap,70.49,100.00,-0.30
6/30/2012,S&P BSE Smallcap,73.55,100.00,-0.26
7/31/2012,S&P BSE Smallcap,72.47,100.00,-0.28
8/31/2012,S&P BSE Smallcap,71.88,100.00,-0.28
9/30/2012,S&P BSE Smallcap,78.88,100.00,-0.21
10/31/2012,S&P BSE Smallcap,78.56,100.00,-0.21
11/30/2012,S&P BSE Smallcap,81.78,100.00,-0.18
12/31/2012,S&P BSE Smallcap,82.95,100.00,-0.17
1/31/2013,S&P BSE Smallcap,79.51,100.00,-0.20
2/28/2013,S&P BSE Smallcap,69.76,100.00,-0.30
3/31/2013,S&P BSE Smallcap,65.24,100.00,-0.35
4/30/2013,S&P BSE Smallcap,67.67,100.00,-0.32
5/31/2013,S&P BSE Smallcap,66.80,100.00,-0.33
6/30/2013,S&P BSE Smallcap,63.43,100.00,-0.37
7/31/2013,S&P BSE Smallcap,59.69,100.00,-0.40
8/31/2013,S&P BSE Smallcap,58.35,100.00,-0.42
9/30/2013,S&P BSE Smallcap,61.44,100.00,-0.39
10/31/2013,S&P BSE Smallcap,66.27,100.00,-0.34
11/30/2013,S&P BSE Smallcap,68.55,100.00,-0.31
12/31/2013,S&P BSE Smallcap,73.63,100.00,-0.26
1/31/2014,S&P BSE Smallcap,70.40,100.00,-0.30
2/28/2014,S&P BSE Smallcap,72.44,100.00,-0.28
3/31/2014,S&P BSE Smallcap,79.48,100.00,-0.21
4/30/2014,S&P BSE Smallcap,84.18,100.00,-0.16
5/31/2014,S&P BSE Smallcap,101.33,101.33,0.00
6/30/2014,S&P BSE Smallcap,114.68,114.68,0.00
7/31/2014,S&P BSE Smallcap,112.28,114.68,-0.02
8/31/2014,S&P BSE Smallcap,115.37,115.37,0.00
9/30/2014,S&P BSE Smallcap,120.05,120.05,0.00
10/31/2014,S&P BSE Smallcap,122.86,122.86,0.00
11/30/2014,S&P BSE Smallcap,126.68,126.68,0.00
12/31/2014,S&P BSE Smallcap,124.61,126.68,-0.02
1/31/2015,S&P BSE Smallcap,127.33,127.33,0.00
2/28/2015,S&P BSE Smallcap,126.63,127.33,-0.01
3/31/2015,S&P BSE Smallcap,122.40,127.33,-0.04
4/30/2015,S&P BSE Smallcap,123.00,127.33,-0.03
5/31/2015,S&P BSE Smallcap,126.79,127.33,0.00
6/30/2015,S&P BSE Smallcap,124.48,127.33,-0.02
7/31/2015,S&P BSE Smallcap,132.97,132.97,0.00
8/31/2015,S&P BSE Smallcap,123.31,132.97,-0.07
9/30/2015,S&P BSE Smallcap,123.87,132.97,-0.07
10/31/2015,S&P BSE Smallcap,127.18,132.97,-0.04
11/30/2015,S&P BSE Smallcap,130.79,132.97,-0.02
12/31/2015,S&P BSE Smallcap,133.04,133.04,0.00
1/31/2016,S&P BSE Smallcap,122.17,133.04,-0.08
2/29/2016,S&P BSE Smallcap,107.32,133.04,-0.19
3/31/2016,S&P BSE Smallcap,118.48,133.04,-0.11
4/30/2016,S&P BSE Smallcap,123.87,133.04,-0.07
5/31/2016,S&P BSE Smallcap,125.23,133.04,-0.06
6/30/2016,S&P BSE Smallcap,132.64,133.04,0.00
7/31/2016,S&P BSE Smallcap,138.36,138.36,0.00
8/31/2016,S&P BSE Smallcap,142.17,142.17,0.00
9/30/2016,S&P BSE Smallcap,143.65,143.65,0.00
10/31/2016,S&P BSE Smallcap,152.67,152.67,0.00
11/30/2016,S&P BSE Smallcap,138.58,152.67,-0.09
12/31/2016,S&P BSE Smallcap,135.39,152.67,-0.11
1/31/2017,S&P BSE Smallcap,145.39,152.67,-0.05
2/28/2017,S&P BSE Smallcap,153.88,153.88,0.00
3/31/2017,S&P BSE Smallcap,162.23,162.23,0.00
4/30/2017,S&P BSE Smallcap,172.78,172.78,0.00
5/31/2017,S&P BSE Smallcap,169.49,172.78,-0.02
6/30/2017,S&P BSE Smallcap,173.21,173.21,0.00
7/31/2017,S&P BSE Smallcap,180.88,180.88,0.00
8/31/2017,S&P BSE Smallcap,179.74,180.88,-0.01
9/30/2017,S&P BSE Smallcap,181.11,181.11,0.00
10/31/2017,S&P BSE Smallcap,197.82,197.82,0.00
11/30/2017,S&P BSE Smallcap,204.88,204.88,0.00
12/31/2017,S&P BSE Smallcap,216.14,216.14,0.00
1/31/2018,S&P BSE Smallcap,210.37,216.14,-0.03
2/28/2018,S&P BSE Smallcap,203.75,216.14,-0.06
3/31/2018,S&P BSE Smallcap,191.01,216.14,-0.12
4/30/2018,S&P BSE Smallcap,206.82,216.14,-0.04
5/31/2018,S&P BSE Smallcap,193.87,216.14,-0.10
6/30/2018,S&P BSE Smallcap,182.90,216.14,-0.15
7/31/2018,S&P BSE Smallcap,189.19,216.14,-0.12
8/31/2018,S&P BSE Smallcap,196.14,216.14,-0.09
9/30/2018,S&P BSE Smallcap,164.63,216.14,-0.24
10/31/2018,S&P BSE Smallcap,162.01,216.14,-0.25
11/30/2018,S&P BSE Smallcap,164.59,216.14,-0.24
12/31/2018,S&P BSE Smallcap,167.78,216.14,-0.22
1/31/2019,S&P BSE Smallcap,158.87,216.14,-0.26
2/28/2019,S&P BSE Smallcap,156.18,216.14,-0.28
3/31/2019,S&P BSE Smallcap,171.43,216.14,-0.21
4/30/2019,S&P BSE Smallcap,166.84,216.14,-0.23
5/31/2019,S&P BSE Smallcap,169.61,216.14,-0.22
6/30/2019,S&P BSE Smallcap,162.44,216.14,-0.25
7/31/2019,S&P BSE Smallcap,144.79,216.14,-0.33
8/31/2019,S&P BSE Smallcap,143.00,216.14,-0.34
9/30/2019,S&P BSE Smallcap,150.25,216.14,-0.30
10/31/2019,S&P BSE Smallcap,154.67,216.14,-0.28
11/30/2019,S&P BSE Smallcap,154.70,216.14,-0.28
12/31/2019,S&P BSE Smallcap,156.28,216.14,-0.28
1/31/2020,S&P BSE Smallcap,167.33,216.14,-0.23
2/29/2020,S&P BSE Smallcap,156.39,216.14,-0.28
3/31/2020,S&P BSE Smallcap,109.62,216.14,-0.49
4/30/2020,S&P BSE Smallcap,126.65,216.14,-0.41
5/31/2020,S&P BSE Smallcap,124.26,216.14,-0.43
6/30/2020,S&P BSE Smallcap,141.24,216.14,-0.35
7/31/2020,S&P BSE Smallcap,148.55,216.14,-0.31
8/31/2020,S&P BSE Smallcap,163.55,216.14,-0.24
9/30/2020,S&P BSE Smallcap,169.61,216.14,-0.22
10/31/2020,S&P BSE Smallcap,169.85,216.14,-0.21
11/30/2020,S&P BSE Smallcap,192.46,216.14,-0.11
12/31/2020,S&P BSE Smallcap,206.47,216.14,-0.04
1/31/2021,S&P BSE Smallcap,205.21,216.14,-0.05
2/28/2021,S&P BSE Smallcap,229.94,229.94,0.00
3/31/2021,S&P BSE Smallcap,235.57,235.57,0.00
4/30/2021,S&P BSE Smallcap,247.22,247.22,0.00
5/31/2021,S&P BSE Smallcap,269.19,269.19,0.00
6/30/2021,S&P BSE Smallcap,287.85,287.85,0.00
7/31/2021,S&P BSE Smallcap,305.59,305.59,0.00
8/31/2021,S&P BSE Smallcap,307.11,307.11,0.00
9/30/2021,S&P BSE Smallcap,320.36,320.36,0.00
10/31/2021,S&P BSE Smallcap,319.23,320.36,0.00
11/30/2021,S&P BSE Smallcap,318.71,320.36,-0.01
12/31/2021,S&P BSE Smallcap,336.06,336.06,0.00
1/31/2022,S&P BSE Smallcap,333.42,336.06,-0.01
2/28/2022,S&P BSE Smallcap,304.17,336.06,-0.09
3/31/2022,S&P BSE Smallcap,321.89,336.06,-0.04
4/30/2022,S&P BSE Smallcap,326.41,336.06,-0.03
5/31/2022,S&P BSE Smallcap,300.84,336.06,-0.10
6/30/2022,S&P BSE Smallcap,282.77,336.06,-0.16
7/31/2022,S&P BSE Smallcap,308.66,336.06,-0.08
8/31/2022,S&P BSE Smallcap,326.85,336.06,-0.03
9/30/2022,S&P BSE Smallcap,324.59,336.06,-0.03
10/31/2022,S&P BSE Smallcap,328.76,336.06,-0.02
11/30/2022,S&P BSE Smallcap,336.76,336.76,0.00
12/31/2022,S&P BSE Smallcap,330.00,336.76,-0.02
1/31/2023,S&P BSE Smallcap,321.78,336.76,-0.04
2/28/2023,S&P BSE Smallcap,311.91,336.76,-0.07
3/31/2023,S&P BSE Smallcap,307.53,336.76,-0.09
4/30/2023,S&P BSE Smallcap,329.89,336.76,-0.02
5/31/2023,S&P BSE Smallcap,350.78,350.78,0.00
6/30/2023,S&P BSE Smallcap,371.93,371.93,0.00
7/31/2023,S&P BSE Smallcap,399.31,399.31,0.00
8/31/2023,S&P BSE Smallcap,423.74,423.74,0.00
9/30/2023,S&P BSE Smallcap,428.52,428.52,0.00
10/31/2023,S&P BSE Smallcap,421.18,428.52,-0.02
11/30/2023,S&P BSE Smallcap,460.56,460.56,0.00
12/31/2023,S&P BSE Smallcap,486.83,486.83,0.00
1/31/2024,S&P BSE Smallcap,521.61,521.61,0.00
2/29/2024,S&P BSE Smallcap,515.93,521.61,-0.01
