Date,Group,Portfolio Return
2019-06-30,S&P BSE 500,99.63966895189736
2019-07-31,S&P BSE 500,93.33498400327083
2019-08-31,S&P BSE 500,92.74822438756618
2019-09-30,S&P BSE 500,96.50107509127545
2019-10-31,S&P BSE 500,100.26148432273528
2019-11-30,S&P BSE 500,101.4378705971552
2019-12-31,S&P BSE 500,102.10464582133827
2020-01-31,S&P BSE 500,101.97308920599953
2020-02-29,S&P BSE 500,95.31256920933991
2020-03-31,S&P BSE 500,72.31530591270091
2020-04-30,S&P BSE 500,82.88916397729655
2020-05-31,S&P BSE 500,80.89431158081871
2020-06-30,S&P BSE 500,87.56199908677125
2020-07-31,S&P BSE 500,93.47872545317105
2020-08-31,S&P BSE 500,97.02221929501665
2020-09-30,S&P BSE 500,96.76809796624472
2020-10-31,S&P BSE 500,99.13996219633944
2020-11-30,S&P BSE 500,110.5852609604754
2020-12-31,S&P BSE 500,119.24219713274273
2021-01-31,S&P BSE 500,117.12386782652541
2021-02-28,S&P BSE 500,126.22173710938509
2021-03-31,S&P BSE 500,127.72496250502103
2021-04-30,S&P BSE 500,128.29556261129366
2021-05-31,S&P BSE 500,137.1941095845932
2021-06-30,S&P BSE 500,139.85202319298304
2021-07-31,S&P BSE 500,141.74548771072824
2021-08-31,S&P BSE 500,151.0016941246735
2021-09-30,S&P BSE 500,155.97536972918238
2021-10-31,S&P BSE 500,156.3177819549359
2021-11-30,S&P BSE 500,155.10523224440598
2021-12-31,S&P BSE 500,155.15084377880825
2022-01-31,S&P BSE 500,154.52720396624093
2022-02-28,S&P BSE 500,148.18296731152836
2022-03-31,S&P BSE 500,154.3950608968909
2022-04-30,S&P BSE 500,153.46093695721
2022-05-31,S&P BSE 500,146.59308007420327
2022-06-30,S&P BSE 500,138.94924084881407
2022-07-31,S&P BSE 500,152.20981296394618
2022-08-31,S&P BSE 500,159.12901541825957
2022-09-30,S&P BSE 500,154.05264872025413
2022-10-31,S&P BSE 500,160.22382220683764
2022-11-30,S&P BSE 500,165.5487065525687
2022-12-31,S&P BSE 500,160.32957577889843
2023-01-31,S&P BSE 500,154.9388153586044
2023-02-28,S&P BSE 500,150.41890918383942
2023-03-31,S&P BSE 500,150.90903758348045
2023-04-30,S&P BSE 500,157.74659537402295
2023-05-31,S&P BSE 500,163.28709189460432
2023-06-30,S&P BSE 500,169.92669571916286
2023-07-31,S&P BSE 500,176.37981360242958
2023-08-31,S&P BSE 500,174.9446796924268
2023-09-30,S&P BSE 500,178.58702021052304
2023-10-31,S&P BSE 500,173.35759427106652
2023-11-30,S&P BSE 500,185.32892420835404
2023-12-31,S&P BSE 500,200.17123862816615
2024-01-31,S&P BSE 500,203.9704828049594
2024-02-29,S&P BSE 500,207.05688402678064
2018-01-31,S&P BSE Midcap,100.0
2018-02-28,S&P BSE Midcap,95.3846464040381
2018-03-31,S&P BSE Midcap,91.9292213744836
2018-04-30,S&P BSE Midcap,97.97299011490807
2018-05-31,S&P BSE Midcap,92.22419951046112
2018-06-30,S&P BSE Midcap,88.98237734169575
2018-07-31,S&P BSE Midcap,92.22206866361758
2018-08-31,S&P BSE Midcap,97.22028337539828
2018-09-30,S&P BSE Midcap,85.02188438015088
2018-10-31,S&P BSE Midcap,84.1545150890443
2018-11-30,S&P BSE Midcap,86.61224371907963
2018-12-31,S&P BSE Midcap,88.91067726074775
2019-01-31,S&P BSE Midcap,83.5003455635936
2019-02-28,S&P BSE Midcap,82.46003226861433
2019-03-31,S&P BSE Midcap,89.1477770395826
2019-04-30,S&P BSE Midcap,85.74637181002794
2019-05-31,S&P BSE Midcap,86.93953009148817
2019-06-30,S&P BSE Midcap,85.28184752942073
2019-07-31,S&P BSE Midcap,78.57279429001689
2019-08-31,S&P BSE Midcap,77.56018200400388
2019-09-30,S&P BSE Midcap,81.22627277441536
2019-10-31,S&P BSE Midcap,85.60527530327538
2019-11-30,S&P BSE Midcap,86.87433771519305
2019-12-31,S&P BSE Midcap,86.21861324633187
2020-01-31,S&P BSE Midcap,89.04636030835805
2020-02-29,S&P BSE Midcap,84.08212394054101
2020-03-31,S&P BSE Midcap,60.872667594408846
2020-04-30,S&P BSE Midcap,69.18595945790236
2020-05-31,S&P BSE Midcap,68.20559780555374
2020-06-30,S&P BSE Midcap,75.18590189323389
2020-07-31,S&P BSE Midcap,79.23928819862908
2020-08-31,S&P BSE Midcap,84.43331032612852
2020-09-30,S&P BSE Midcap,84.68670812656784
2020-10-31,S&P BSE Midcap,85.83632803394617
2020-11-30,S&P BSE Midcap,97.0497581493802
2020-12-31,S&P BSE Midcap,103.32544345491955
2021-01-31,S&P BSE Midcap,104.13499195023905
2021-02-28,S&P BSE Midcap,115.0578783902715
2021-03-31,S&P BSE Midcap,116.22500577029814
2021-04-30,S&P BSE Midcap,116.97880675531852
2021-05-31,S&P BSE Midcap,125.30747524461678
2021-06-30,S&P BSE Midcap,129.78547572684678
2021-07-31,S&P BSE Midcap,132.96026264489555
2021-08-31,S&P BSE Midcap,137.3728979839416
2021-09-30,S&P BSE Midcap,145.43359827867332
2021-10-31,S&P BSE Midcap,145.57544345574777
2021-11-30,S&P BSE Midcap,145.66344164112232
2021-12-31,S&P BSE Midcap,143.8037318896943
2022-01-31,S&P BSE Midcap,141.74735084669243
2022-02-28,S&P BSE Midcap,134.50593184428726
2022-03-31,S&P BSE Midcap,138.83880445432197
2022-04-30,S&P BSE Midcap,140.6245105110696
2022-05-31,S&P BSE Midcap,133.28622440213803
2022-06-30,S&P BSE Midcap,125.04745453399137
2022-07-31,S&P BSE Midcap,138.51013594680285
2022-08-31,S&P BSE Midcap,146.22080166281322
2022-09-30,S&P BSE Midcap,143.1348767645831
2022-10-31,S&P BSE Midcap,146.04365356802003
2022-11-30,S&P BSE Midcap,149.4522575697829
2022-12-31,S&P BSE Midcap,145.78726100347097
2023-01-31,S&P BSE Midcap,141.91850957891023
2023-02-28,S&P BSE Midcap,139.12669894080247
2023-03-31,S&P BSE Midcap,138.5947362729344
2023-04-30,S&P BSE Midcap,146.81196730299004
2023-05-31,S&P BSE Midcap,156.0703179425245
2023-06-30,S&P BSE Midcap,165.7233356561397
2023-07-31,S&P BSE Midcap,175.18860864351055
2023-08-31,S&P BSE Midcap,179.68555633626605
2023-09-30,S&P BSE Midcap,186.25149738619598
2023-10-31,S&P BSE Midcap,179.94183369528187
2023-11-30,S&P BSE Midcap,197.28415113652736
2023-12-31,S&P BSE Midcap,212.1586040555972
2024-01-31,S&P BSE Midcap,223.30396227757063
2024-02-29,S&P BSE Midcap,226.60089845043538
2018-01-31,S&P BSE Smallcap,100.0
2018-02-28,S&P BSE Smallcap,96.85394431567543
2018-03-31,S&P BSE Smallcap,90.79750404157603
2018-04-30,S&P BSE Smallcap,98.31648302487956
2018-05-31,S&P BSE Smallcap,92.16039945874894
2018-06-30,S&P BSE Smallcap,86.94233544615794
2018-07-31,S&P BSE Smallcap,89.9358852289305
2018-08-31,S&P BSE Smallcap,93.23870862736564
2018-09-30,S&P BSE Smallcap,78.25756505158999
2018-10-31,S&P BSE Smallcap,77.01401711880841
2018-11-30,S&P BSE Smallcap,78.23847612056734
2018-12-31,S&P BSE Smallcap,79.75436706239164
2019-01-31,S&P BSE Smallcap,75.52187893440532
2019-02-28,S&P BSE Smallcap,74.23999037555004
2019-03-31,S&P BSE Smallcap,81.49336018858672
2019-04-30,S&P BSE Smallcap,79.30897613350217
2019-05-31,S&P BSE Smallcap,80.62394495996715
2019-06-30,S&P BSE Smallcap,77.21987415964745
2019-07-31,S&P BSE Smallcap,68.82968108196441
2019-08-31,S&P BSE Smallcap,67.97566716184943
2019-09-30,S&P BSE Smallcap,71.4250199701694
2019-10-31,S&P BSE Smallcap,73.52529333677595
2019-11-30,S&P BSE Smallcap,73.53895928791485
2019-12-31,S&P BSE Smallcap,74.29167156731457
2020-01-31,S&P BSE Smallcap,79.5443342970943
2020-02-29,S&P BSE Smallcap,74.34389505231384
2020-03-31,S&P BSE Smallcap,52.10916475571484
2020-04-30,S&P BSE Smallcap,60.20526861845325
2020-05-31,S&P BSE Smallcap,59.07056028791519
2020-06-30,S&P BSE Smallcap,67.14079645912408
2020-07-31,S&P BSE Smallcap,70.61699311531785
2020-08-31,S&P BSE Smallcap,77.74509162243139
2020-09-30,S&P BSE Smallcap,80.62568031733285
2020-10-31,S&P BSE Smallcap,80.73804487313848
2020-11-30,S&P BSE Smallcap,91.48979136384418
2020-12-31,S&P BSE Smallcap,98.1460347660095
2021-01-31,S&P BSE Smallcap,97.54999289407144
2021-02-28,S&P BSE Smallcap,109.3024454788053
2021-03-31,S&P BSE Smallcap,111.98129857095907
2021-04-30,S&P BSE Smallcap,117.51698764812927
2021-05-31,S&P BSE Smallcap,127.96097897275142
2021-06-30,S&P BSE Smallcap,136.83403592671476
2021-07-31,S&P BSE Smallcap,145.26381688589697
2021-08-31,S&P BSE Smallcap,145.98681113475695
2021-09-30,S&P BSE Smallcap,152.28725151522528
2021-10-31,S&P BSE Smallcap,151.7506999907336
2021-11-30,S&P BSE Smallcap,151.50400776543376
2021-12-31,S&P BSE Smallcap,159.74940679059767
2022-01-31,S&P BSE Smallcap,158.49653130009142
2022-02-28,S&P BSE Smallcap,144.58979231509156
2022-03-31,S&P BSE Smallcap,153.0134453321993
2022-04-30,S&P BSE Smallcap,155.16241718270678
2022-05-31,S&P BSE Smallcap,143.0088796158119
2022-06-30,S&P BSE Smallcap,134.41673402759452
2022-07-31,S&P BSE Smallcap,146.72672514170057
2022-08-31,S&P BSE Smallcap,155.37369725096582
2022-09-30,S&P BSE Smallcap,154.30010610004214
2022-10-31,S&P BSE Smallcap,156.2777654356048
2022-11-30,S&P BSE Smallcap,160.0848192919434
2022-12-31,S&P BSE Smallcap,156.86995692099646
2023-01-31,S&P BSE Smallcap,152.96051688500933
2023-02-28,S&P BSE Smallcap,148.27097838097774
2023-03-31,S&P BSE Smallcap,146.18784172777774
2023-04-30,S&P BSE Smallcap,156.81724538159315
2023-05-31,S&P BSE Smallcap,166.74675677307363
2023-06-30,S&P BSE Smallcap,176.80137680152131
2023-07-31,S&P BSE Smallcap,189.8175508365289
2023-08-31,S&P BSE Smallcap,201.43009000785642
2023-09-30,S&P BSE Smallcap,203.6999405320421
2023-10-31,S&P BSE Smallcap,200.21224709764843
2023-11-30,S&P BSE Smallcap,218.93520581698442
2023-12-31,S&P BSE Smallcap,231.4197632529801
2024-01-31,S&P BSE Smallcap,247.95351146941323
2024-02-29,S&P BSE Smallcap,245.255677876362
