Date,Group,Indexed Value
9/30/2013,S&P BSE Smallcap,61.43705971
10/31/2013,S&P BSE Smallcap,66.26852501
11/30/2013,S&P BSE Smallcap,68.55472399
12/31/2013,S&P BSE Smallcap,73.63053305
1/31/2014,S&P BSE Smallcap,70.39606895
2/28/2014,S&P BSE Smallcap,72.43814895
3/31/2014,S&P BSE Smallcap,79.48482418
4/30/2014,S&P BSE Smallcap,84.18189584
5/31/2014,S&P BSE Smallcap,101.3316978
6/30/2014,S&P BSE Smallcap,114.6780756
7/31/2014,S&P BSE Smallcap,112.2754219
8/31/2014,S&P BSE Smallcap,115.3666033
9/30/2014,S&P BSE Smallcap,120.054009
10/31/2014,S&P BSE Smallcap,122.8576857
11/30/2014,S&P BSE Smallcap,126.6772948
12/31/2014,S&P BSE Smallcap,124.612386
1/31/2015,S&P BSE Smallcap,127.3344644
2/28/2015,S&P BSE Smallcap,126.6284032
3/31/2015,S&P BSE Smallcap,122.4024886
4/30/2015,S&P BSE Smallcap,123.0046975
5/31/2015,S&P BSE Smallcap,126.7872164
6/30/2015,S&P BSE Smallcap,124.4806599
7/31/2015,S&P BSE Smallcap,132.9714899
8/31/2015,S&P BSE Smallcap,123.3108596
9/30/2015,S&P BSE Smallcap,123.867886
10/31/2015,S&P BSE Smallcap,127.1785735
11/30/2015,S&P BSE Smallcap,130.7875556
12/31/2015,S&P BSE Smallcap,133.037915
1/31/2016,S&P BSE Smallcap,122.1708439
2/29/2016,S&P BSE Smallcap,107.3178201
3/31/2016,S&P BSE Smallcap,118.4825114
4/30/2016,S&P BSE Smallcap,123.8651885
5/31/2016,S&P BSE Smallcap,125.2344887
6/30/2016,S&P BSE Smallcap,132.6401514
7/31/2016,S&P BSE Smallcap,138.3568645
8/31/2016,S&P BSE Smallcap,142.1652341
9/30/2016,S&P BSE Smallcap,143.6489518
10/31/2016,S&P BSE Smallcap,152.6667988
11/30/2016,S&P BSE Smallcap,138.5782813
12/31/2016,S&P BSE Smallcap,135.3916771
1/31/2017,S&P BSE Smallcap,145.3894904
2/28/2017,S&P BSE Smallcap,153.8769486
3/31/2017,S&P BSE Smallcap,162.2284097
4/30/2017,S&P BSE Smallcap,172.778304
5/31/2017,S&P BSE Smallcap,169.4930176
6/30/2017,S&P BSE Smallcap,173.2055148
7/31/2017,S&P BSE Smallcap,180.8824975
8/31/2017,S&P BSE Smallcap,179.736862
9/30/2017,S&P BSE Smallcap,181.1086349
10/31/2017,S&P BSE Smallcap,197.819537
11/30/2017,S&P BSE Smallcap,204.8821723
12/31/2017,S&P BSE Smallcap,216.1423987
1/31/2018,S&P BSE Smallcap,210.3658919
2/28/2018,S&P BSE Smallcap,203.7476638
3/31/2018,S&P BSE Smallcap,191.0069792
4/30/2018,S&P BSE Smallcap,206.8243464
5/31/2018,S&P BSE Smallcap,193.8740463
6/30/2018,S&P BSE Smallcap,182.8970194
7/31/2018,S&P BSE Smallcap,189.1944271
8/31/2018,S&P BSE Smallcap,196.142441
9/30/2018,S&P BSE Smallcap,164.6272247
10/31/2018,S&P BSE Smallcap,162.011224
11/30/2018,S&P BSE Smallcap,164.5870681
12/31/2018,S&P BSE Smallcap,167.7759856
1/31/2019,S&P BSE Smallcap,158.8722742
2/28/2019,S&P BSE Smallcap,156.1756179
3/31/2019,S&P BSE Smallcap,171.434234
4/30/2019,S&P BSE Smallcap,166.839035
5/31/2019,S&P BSE Smallcap,169.6052809
6/30/2019,S&P BSE Smallcap,162.444277
7/31/2019,S&P BSE Smallcap,144.7941725
8/31/2019,S&P BSE Smallcap,142.9976185
9/30/2019,S&P BSE Smallcap,150.2538803
10/31/2019,S&P BSE Smallcap,154.6721391
11/30/2019,S&P BSE Smallcap,154.7008876
12/31/2019,S&P BSE Smallcap,156.2843375
1/31/2020,S&P BSE Smallcap,167.3341483
2/29/2020,S&P BSE Smallcap,156.3941979
3/31/2020,S&P BSE Smallcap,109.6199092
4/30/2020,S&P BSE Smallcap,126.6513503
5/31/2020,S&P BSE Smallcap,124.264311
6/30/2020,S&P BSE Smallcap,141.2413353
7/31/2020,S&P BSE Smallcap,148.5540674
8/31/2020,S&P BSE Smallcap,163.5491554
9/30/2020,S&P BSE Smallcap,169.6089315
10/31/2020,S&P BSE Smallcap,169.8453082
11/30/2020,S&P BSE Smallcap,192.4633156
12/31/2020,S&P BSE Smallcap,206.4657814
1/31/2021,S&P BSE Smallcap,205.2119126
2/28/2021,S&P BSE Smallcap,229.9350643
3/31/2021,S&P BSE Smallcap,235.5704575
4/30/2021,S&P BSE Smallcap,247.2156592
5/31/2021,S&P BSE Smallcap,269.1862547
6/30/2021,S&P BSE Smallcap,287.8521401
7/31/2021,S&P BSE Smallcap,305.585524
8/31/2021,S&P BSE Smallcap,307.1064573
9/30/2021,S&P BSE Smallcap,320.3604349
10/31/2021,S&P BSE Smallcap,319.2317135
11/30/2021,S&P BSE Smallcap,318.7127572
12/31/2021,S&P BSE Smallcap,336.0582644
1/31/2022,S&P BSE Smallcap,333.4226417
2/28/2022,S&P BSE Smallcap,304.1676062
3/31/2022,S&P BSE Smallcap,321.888099
4/30/2022,S&P BSE Smallcap,326.4088028
5/31/2022,S&P BSE Smallcap,300.8419051
6/30/2022,S&P BSE Smallcap,282.7669614
7/31/2022,S&P BSE Smallcap,308.662984
8/31/2022,S&P BSE Smallcap,326.853264
9/30/2022,S&P BSE Smallcap,324.5947944
10/31/2022,S&P BSE Smallcap,328.7551151
11/30/2022,S&P BSE Smallcap,336.7638579
12/31/2022,S&P BSE Smallcap,330.000884
1/31/2023,S&P BSE Smallcap,321.7767556
2/28/2023,S&P BSE Smallcap,311.9115661
3/31/2023,S&P BSE Smallcap,307.5293571
4/30/2023,S&P BSE Smallcap,329.8899969
5/31/2023,S&P BSE Smallcap,350.7783021
6/30/2023,S&P BSE Smallcap,371.9297932
7/31/2023,S&P BSE Smallcap,399.3113838
8/31/2023,S&P BSE Smallcap,423.7402054
9/30/2023,S&P BSE Smallcap,428.5151967
10/31/2023,S&P BSE Smallcap,421.1782793
11/30/2023,S&P BSE Smallcap,460.5649984
12/31/2023,S&P BSE Smallcap,486.828249
1/31/2024,S&P BSE Smallcap,521.6096159
2/29/2024,S&P BSE Smallcap,515.9342942
